Delivery,TransPlnngPt,Total Weight,Net Weight,Total Volume,Weight UOM,Volume UOM,Invoice,Invoice Creation Date,Planned Delivery Date,Shipping Type,Ship to,Delivery Type,Shipping Point,Number of HUs,Transportation Group,Delivery Route
175937319,25P2,"30,000,000.00","30,000,000.00","5,000.00",G,CCM,1510940558,1/4/2023,1/13/2023,1,70019315,ZPLF,2524,1,ZP01,SG00GS
175937886,25P2,24,24,0,G,CCM,1510940395,1/4/2023,1/16/2023,1,70019482,ZPLF,2524,1,ZP01,SG00GN
175937899,25P2,11,11,0,G,CCM,1510940545,1/4/2023,1/13/2023,1,70019395,ZPLF,2524,1,ZP01,SG00GS
175938275,25P2,684,684,"1,000.00",G,,1510940563,1/4/2023,1/16/2023,1,70030499,ZPLF,2524,1,ZP01,SG00GO
175938476,25P2,24,24,0,G,CCM,1510940481,1/4/2023,1/13/2023,1,70152945,ZPLF,2524,1,ZP01,SG00GS
175938512,25P2,98,98,"1,000.00",G,CCM,1510940322,1/4/2023,1/16/2023,1,70248476,ZPLF,2524,1,ZP01,SG00GO
175938571,25P2,24,24,0,G,CCM,1510940905,1/4/2023,1/16/2023,1,70030492,ZPLF,2524,1,ZP01,SG00GO
175938840,25P2,"1,465.00","1,465.00","3,000.00",G,CCM,1510940569,1/4/2023,1/13/2023,1,70343296,ZPLF,2524,1,ZP01,SG00GS
175939005,25P2,408,408,"1,000.00",G,CCM,1510940414,1/4/2023,1/16/2023,1,70337217,ZPLF,2524,1,ZP01,SG00GN
175939064,25P2,230,230,"1,000.00",G,CCM,1510940538,1/4/2023,1/13/2023,1,70390799,ZPLF,2524,1,ZP01,SG00GL
175939064,25P2,230,230,"1,000.00",G,CCM,1510940538,1/4/2023,1/13/2023,1,70390799,ZPLF,2524,1,ZP01,SG00GL
175939116,25P2,"1,132.00","1,132.00","2,000.00",G,CCM,1510940596,1/4/2023,1/16/2023,1,70408272,ZPLF,2524,1,ZP01,SG00GO
175939377,25P2,477,477,"1,000.00",G,CCM,1510940427,1/4/2023,1/9/2023,1,70521396,ZPLF,2524,1,ZP01,SG00GO
175939381,25P2,787,787,"2,000.00",G,CCM,1510940514,1/4/2023,1/16/2023,1,70450886,ZPLF,2524,d1,ZP01,SG00GO
175939383,25P2,408,408,"1,000.00",G,CCM,1510940484,1/4/2023,1/9/2023,1,70525152,ZPLF,2524,1,ZP01,SG00GO
175939418,25P2,24,24,0,G,CCM,1510940789,1/4/2023,1/16/2023,1,70396492,ZPLF,2524,1,ZP01,SG00GN
175939424,25P2,"1,006.00","1,006.00","2,000.00",G,CCM,1510940599,1/4/2023,1/16/2023,1,70484079,ZPLF,2524,r1,ZP01,SG00GN
175939730,25P2,729,729,"2,000.00",G,CCM,1510940839,1/4/2023,1/9/2023,1,70548634,ZPLF,2524,1,ZP01,SG00GO
175940230,25P2,90,90,"1,000.00",G,CCM,1510940333,1/4/2023,1/16/2023,1,70337705,ZPLF,2524,1,ZP01,SG00GO
175940326,25P2,100,100,"1,000.00",G,CCM,1510940496,1/4/2023,1/9/2023,1,70525152,ZPLF,2524,1,ZP01,SG00GO
175940391,25P2,18,18,0,G,CCM,1510940425,1/4/2023,1/16/2023,1,70396492,ZPLF,2524,1,ZP01,SG00GN
175940403,25P2,126,126,"1,000.00",G,CCM,1510940396,1/4/2023,1/16/2023,1,70484079,ZPLF,2524,1,ZP01,SG00GN
175940439,25P2,18,18,0,G,CCM,1510940493,1/4/2023,1/16/2023,1,70286419,ZPLF,2524,1,ZP01,SG00GO
175940508,25P2,270,270,"2,000.00",G,CCM,1510940393,1/4/2023,1/6/2023,1,70584255,ZPLF,2524,1,ZP01,SG00GS
175940510,25P2,90,90,"1,000.00",G,CCM,1510940543,1/4/2023,1/16/2023,1,70408272,ZPLF,2524,1,ZP01,SG00GO
175975395,25P2,46,46,0,G,CCM,1510939962,1/4/2023,1/13/2023,1,70019315,ZPLF,2524,1,ZP01,SG00GS
175976033,25P2,36,36,"1,000.00",G,CCM,1510939934,1/4/2023,1/16/2023,1,70019482,ZPLF,2524,1,ZP01,SG00GN
176034811,25P2,"6,672.00","6,672.00","10,000.00",G,CCM,1510959185,1/10/2023,1/10/2023,1,70019261,ZPLF,2522,2,ZP01,SG00GP
176193514,25P2,77,77,"1,000.00",G,CCM,1510971303,1/12/2023,1/16/2023,1,70030499,ZPLF,2510,1,ZP01,SG00GO
176214536,25P2,45,45,0,G,CCM,1510971097,1/12/2023,1/13/2023,1,70390788,ZPLF,2510,1,ZP01,SG00GP
176266200,25P2,652,652,"4,000.00",G,CCM,1510972718,1/12/2023,1/13/2023,1,70390788,ZPLF,2510,2,ZP01,SG00GP
176289390,25P2,58,58,262,G,CCM,1510971091,1/12/2023,1/16/2023,1,70030499,ZPLF,2510,1,ZP01,SG00GO
176297467,25P2,187,187,"1,000.00",G,CCM,1510971190,1/12/2023,1/16/2023,1,70030499,ZPLF,2510,1,ZP01,SG00GO
176297519,25P2,"12,033.00","12,033.00","29,000.00",G,CCM,1510972194,1/12/2023,1/16/2023,1,70030499,ZPLF,2510,3,ZP01,SG00GO
176297520,25P2,"8,249.00","8,249.00","21,000.00",G,CCM,1510970108,1/12/2023,1/16/2023,1,70030499,ZPLF,2510,2,ZP01,SG00GO
176297521,25P2,268,268,"2,000.00",G,CCM,1510971160,1/12/2023,1/16/2023,1,70030499,ZPLF,2510,v1,ZP01,SG00GO
176297972,25P2,"12,363.00","12,363.00","29,000.00",G,CCM,1510972101,1/12/2023,1/13/2023,1,70019315,ZPLF,2510,3,ZP01,SG00GS
176297973,25P2,"4,161.00","4,161.00","10,000.00",G,CCM,1510971362,1/12/2023,1/13/2023,1,70019315,ZPLF,2510,1,ZP01,SG00GS
176297974,25P2,"4,868.00","4,868.00","22,000.00",G,CCM,1510970592,1/12/2023,1/13/2023,1,70019315,ZPLF,2510,2,ZP01,SG00GS
176298162,25P2,288,288,"2,000.00",G,CCM,1510954798,1/9/2023,1/20/2023,1,70132480,ZPLF,2524,1,ZP04,SG00GP
176298320,25P2,"4,828.00","4,828.00","16,000.00",G,CCM,1510970597,1/12/2023,1/16/2023,1,70019381,ZPLF,2510,2,ZP01,SG00GO
176298339,25P2,"8,748.00","8,748.00","26,000.00",G,CCM,1510971547,1/12/2023,1/13/2023,1,70019549,ZPLF,2510,3,ZP01,SG00GP
176298341,25P2,"10,609.00","10,609.00","22,000.00",G,CCM,1510972072,1/12/2023,1/13/2023,1,70019549,ZPLF,2510,3,ZP01,SG00GP
176298342,25P2,"5,313.00","5,313.00","15,000.00",G,CCM,1510972117,1/12/2023,1/13/2023,1,70019549,ZPLF,2510,1,ZP01,SG00GP
176298351,25P2,"8,227.00","8,227.00","19,000.00",G,CCM,1510970960,1/12/2023,1/16/2023,1,70019482,ZPLF,2510,2,ZP01,SG00GN
176298352,25P2,"23,862.00","23,862.00","51,000.00",G,CCM,1510972845,1/12/2023,1/16/2023,1,70019482,ZPLF,2510,5,ZP01,SG00GN
176298353,25P2,"19,911.00","19,911.00","67,000.00",G,CCM,1510972139,1/12/2023,1/16/2023,1,70019482,ZPLF,2510,4,ZP01,SG00GN
176298354,25P2,"21,975.00","21,975.00","54,000.00",G,CCM,1510972793,1/12/2023,1/16/2023,1,70019482,ZPLF,2510,5,ZP01,SG00GN
176298355,25P2,881,881,"7,000.00",G,CCM,1510971449,1/12/2023,1/16/2023,1,70019482,ZPLF,2510,1,ZP01,SG00GN
176298366,25P2,"6,778.00","6,778.00","24,000.00",G,CCM,1510970671,1/12/2023,1/16/2023,1,70019381,ZPLF,2510,2,ZP01,SG00GO
176298367,25P2,"2,922.00","2,922.00","6,000.00",G,CCM,1510971991,1/12/2023,1/13/2023,1,70019384,ZPLF,2510,2,ZP01,SG00GP
176298514,25P2,"7,509.00","7,509.00","28,000.00",G,CCM,1510970184,1/12/2023,1/13/2023,1,70031292,ZPLF,2510,2,ZP01,SG00GR
176298515,25P2,"19,577.00","19,577.00","46,000.00",G,CCM,1510970860,1/12/2023,1/13/2023,1,70031292,ZPLF,2510,4,ZP01,SG00GR
176298546,25P2,"31,421.00","31,421.00","64,000.00",G,CCM,1510972043,1/12/2023,1/13/2023,1,70031292,ZPLF,2510,6,ZP01,SG00GR
176298547,25P2,"33,651.00","33,651.00","79,000.00",G,CCM,1510972785,1/12/2023,1/13/2023,1,70031292,ZPLF,2510,5,ZP01,SG00GR
176298952,25P2,"4,278.00","4,278.00","14,000.00",G,CCM,1510971745,1/12/2023,1/13/2023,1,70343296,ZPLF,2510,2,ZP01,SG00GS
176298953,25P2,"5,836.00","5,836.00","18,000.00",G,CCM,1510970892,1/12/2023,1/13/2023,1,70343296,ZPLF,2510,2,ZP01,SG00GS
176298954,25P2,736,736,"3,000.00",G,CCM,1510971810,1/12/2023,1/13/2023,1,70343296,ZPLF,2510,1,ZP01,SG00GS
176299070,25P2,"10,676.00","10,676.00","24,000.00",G,CCM,1510971963,1/12/2023,1/16/2023,1,70030492,ZPLF,2510,2,ZP01,SG00GO
176299137,25P2,"3,113.00","3,113.00","9,000.00",G,CCM,1510971561,1/12/2023,1/13/2023,1,70390788,ZPLF,2510,2,ZP01,SG00GP
176299138,25P2,"17,116.00","17,116.00","31,000.00",G,CCM,1510972296,1/12/2023,1/13/2023,1,70390788,ZPLF,2510,5,ZP01,SG00GP
176299139,25P2,"2,780.00","2,780.00","10,000.00",G,CCM,1510972155,1/12/2023,1/13/2023,1,70390788,ZPLF,2510,1,ZP01,SG00GP
176299146,25P2,"14,006.00","14,006.00","26,000.00",G,CCM,1510970927,1/12/2023,1/16/2023,1,70030492,ZPLF,2510,2,ZP01,SG00GO
176299147,25P2,"11,091.00","11,091.00","28,000.00",G,CCM,1510972784,1/12/2023,1/16/2023,1,70030492,ZPLF,2510,2,ZP01,SG00GO
176299189,25P2,"3,884.00","3,884.00","14,000.00",G,CCM,1510970203,1/12/2023,1/16/2023,1,70286419,ZPLF,2510,1,ZP01,SG00GO
176299190,25P2,"6,991.00","6,991.00","16,000.00",G,CCM,1510971275,1/12/2023,1/16/2023,1,70286419,ZPLF,2510,2,ZP01,SG00GO
176299236,25P2,"7,266.00","7,266.00","28,000.00",G,CCM,1510970080,1/12/2023,1/16/2023,1,70286419,ZPLF,2510,2,ZP01,SG00GO
176299237,25P2,"13,383.00","13,383.00","43,000.00",G,CCM,1510972293,1/12/2023,1/16/2023,1,70286419,ZPLF,2510,2,ZP01,SG00GO
176299289,25P2,"5,046.00","5,046.00","19,000.00",G,CCM,1510970916,1/12/2023,1/16/2023,1,70396492,ZPLF,2510,2,ZP01,SG00GN
176299290,25P2,"5,784.00","5,784.00","20,000.00",G,CCM,1510971484,1/12/2023,1/16/2023,1,70396492,ZPLF,2510,3,ZP01,SG00GN
176299291,25P2,"7,243.00","7,243.00","16,000.00",G,CCM,1510971330,1/12/2023,1/16/2023,1,70396492,ZPLF,2510,2,ZP01,SG00GN
176299292,25P2,"2,804.00","2,804.00","16,000.00",G,CCM,1510972126,1/12/2023,1/16/2023,1,70396492,ZPLF,2510,1,ZP01,SG00GN
176299305,25P2,"6,242.00","6,242.00","19,000.00",G,CCM,1510970873,1/12/2023,1/13/2023,1,70130675,ZPLF,2510,2,ZP01,SG00GL
176299306,25P2,"6,529.00","6,529.00","19,000.00",G,CCM,1510972290,1/12/2023,1/13/2023,1,70130675,ZPLF,2510,3,ZP01,SG00GL
176299307,25P2,"18,223.00","18,223.00","49,000.00",G,CCM,1510972005,1/12/2023,1/13/2023,1,70130675,ZPLF,2510,6,ZP01,SG00GL
176299345,25P2,"7,091.00","7,091.00","16,000.00",G,CCM,1510971379,1/12/2023,1/13/2023,1,70398370,ZPLF,2510,1,ZP01,SG00GL
176299346,25P2,"5,996.00","5,996.00","17,000.00",G,CCM,1510972210,1/12/2023,1/13/2023,1,70398370,ZPLF,2510,1,ZP01,SG00GL
176299363,25P2,"5,430.00","5,430.00","17,000.00",G,CCM,1510970386,1/12/2023,1/13/2023,1,70390799,ZPLF,2510,1,ZP01,SG00GL
176299364,25P2,"5,518.00","5,518.00","16,000.00",G,CCM,1510970814,1/12/2023,1/13/2023,1,70390799,ZPLF,2510,2,ZP01,SG00GL
176299440,25P2,"4,061.00","4,061.00","11,000.00",G,CCM,1510970782,1/12/2023,1/13/2023,1,70398392,ZPLF,2510,1,ZP01,SG00GP
176299441,25P2,"3,276.00","3,276.00","13,000.00",G,CCM,1510971534,1/12/2023,1/13/2023,1,70398392,ZPLF,2510,1,ZP01,SG00GP
176299442,25P2,"15,136.00","15,136.00","34,000.00",G,CCM,1510972021,1/12/2023,1/13/2023,1,70398392,ZPLF,2510,4,ZP01,SG00GP
176299443,25P2,425,425,"4,000.00",G,CCM,1510971270,1/12/2023,1/13/2023,1,70398392,ZPLF,2510,1,ZP01,SG00GP
176299446,25P2,"4,092.00","4,092.00","13,000.00",G,CCM,1510971458,1/12/2023,1/16/2023,1,70337217,ZPLF,2510,1,ZP01,SG00GN
176299447,25P2,"18,839.00","18,839.00","47,000.00",G,CCM,1510970139,1/12/2023,1/16/2023,1,70337217,ZPLF,2510,3,ZP01,SG00GN
176299448,25P2,"4,821.00","4,821.00","13,000.00",G,CCM,1510972122,1/12/2023,1/16/2023,1,70337217,ZPLF,2510,1,ZP01,SG00GN
176299453,25P2,"6,583.00","6,583.00","12,000.00",G,CCM,1510970106,1/12/2023,1/16/2023,1,70337705,ZPLF,2510,1,ZP01,SG00GO
176299541,25P2,"7,105.00","7,105.00","18,000.00",G,CCM,1510971044,1/12/2023,1/16/2023,1,70408272,ZPLF,2510,1,ZP01,SG00GO
176299542,25P2,"12,924.00","12,924.00","24,000.00",G,CCM,1510970679,1/12/2023,1/16/2023,1,70408272,ZPLF,2510,2,ZP01,SG00GO
176299582,25P2,"5,761.00","5,761.00","17,000.00",G,CCM,1510966611,1/11/2023,1/13/2023,1,70521405,ZPLF,2510,2,ZP01,SG00GV
176299583,25P2,"15,441.00","15,441.00","34,000.00",G,CCM,1510964893,1/11/2023,1/13/2023,1,70521405,ZPLF,2510,3,ZP01,SG00GV
176299584,25P2,"8,303.00","8,303.00","21,000.00",G,CCM,1510967049,1/11/2023,1/13/2023,1,70521405,ZPLF,2510,2,ZP01,SG00GV
176299640,25P2,"3,164.00","3,164.00","9,000.00",G,CCM,1510970926,1/12/2023,1/13/2023,1,70238985,ZPLF,2510,1,ZP01,SG00GL
176299660,25P2,"5,939.00","5,939.00","18,000.00",G,CCM,1510971442,1/12/2023,1/16/2023,1,70450886,ZPLF,2510,2,ZP01,SG00GO
176299661,25P2,"7,550.00","7,550.00","16,000.00",G,CCM,1510972828,1/12/2023,1/16/2023,1,70450886,ZPLF,2510,3,ZP01,SG00GO
176299662,25P2,"1,139.00","1,139.00","9,000.00",G,CCM,1510971950,1/12/2023,1/16/2023,1,70450886,ZPLF,2510,1,ZP01,SG00GO
176299754,25P2,"4,456.00","4,456.00","11,000.00",G,CCM,1510971400,1/12/2023,1/16/2023,1,70521396,ZPLF,2510,2,ZP01,SG00GO
176299755,25P2,"5,142.00","5,142.00","14,000.00",G,CCM,1510972658,1/12/2023,1/16/2023,1,70521396,ZPLF,2510,3,ZP01,SG00GO
176299756,25P2,"2,304.00","2,304.00","9,000.00",G,CCM,1510971483,1/12/2023,1/16/2023,1,70521396,ZPLF,2510,1,ZP01,SG00GO
176299830,25P2,191,191,"1,000.00",G,CCM,1510972712,1/12/2023,1/13/2023,1,70031293,ZPLF,2510,2,ZP01,SG00GP
176299884,25P2,"5,889.00","5,889.00","21,000.00",G,CCM,1510971568,1/12/2023,1/16/2023,1,70525152,ZPLF,2510,3,ZP01,SG00GO
176299885,25P2,"13,606.00","13,606.00","29,000.00",G,CCM,1510971228,1/12/2023,1/16/2023,1,70525152,ZPLF,2510,2,ZP01,SG00GO
176299886,25P2,"26,840.00","26,840.00","57,000.00",G,CCM,1510972441,1/12/2023,1/16/2023,1,70525152,ZPLF,2510,6,ZP01,SG00GO
176299887,25P2,"17,921.00","17,921.00","42,000.00",G,CCM,1510972035,1/12/2023,1/16/2023,1,70525152,ZPLF,2510,4,ZP01,SG00GO
176299896,25P2,"4,197.00","4,197.00","13,000.00",G,CCM,1510971398,1/12/2023,1/16/2023,1,70484079,ZPLF,2510,2,ZP01,SG00GN
176299897,25P2,"3,127.00","3,127.00","11,000.00",G,CCM,1510972238,1/12/2023,1/16/2023,1,70484079,ZPLF,2510,3,ZP01,SG00GN
176299911,25P2,"9,195.00","9,195.00","20,000.00",G,CCM,1510972825,1/12/2023,1/13/2023,1,70238985,ZPLF,2510,3,ZP01,SG00GL
176299912,25P2,"11,517.00","11,517.00","29,000.00",G,CCM,1510972258,1/12/2023,1/13/2023,1,70238985,ZPLF,2510,2,ZP01,SG00GL
176299915,25P2,"11,222.00","11,222.00","22,000.00",G,CCM,1510970957,1/12/2023,1/16/2023,1,70248476,ZPLF,2510,2,ZP01,SG00GO
176299916,25P2,"15,507.00","15,507.00","26,000.00",G,CCM,1510970724,1/12/2023,1/16/2023,1,70248476,ZPLF,2510,2,ZP01,SG00GO
176299917,25P2,"5,690.00","5,690.00","13,000.00",G,CCM,1510970394,1/12/2023,1/16/2023,1,70288587,ZPLF,2510,1,ZP01,SG00GO
176299918,25P2,"6,695.00","6,695.00","17,000.00",G,CCM,1510971510,1/12/2023,1/16/2023,1,70288587,ZPLF,2510,1,ZP01,SG00GO
176300184,25P2,"4,001.00","4,001.00","14,000.00",G,CCM,1510971579,1/12/2023,1/13/2023,1,70494786,ZPLF,2510,2,ZP01,SG00GP
176300185,25P2,"8,001.00","8,001.00","18,000.00",G,CCM,1510972057,1/12/2023,1/13/2023,1,70494786,ZPLF,2510,4,ZP01,SG00GP
176300186,25P2,"7,095.00","7,095.00","20,000.00",G,CCM,1510971785,1/12/2023,1/13/2023,1,70494786,ZPLF,2510,2,ZP01,SG00GP
176300188,25P2,"3,191.00","3,191.00","10,000.00",G,CCM,1510971207,1/12/2023,1/13/2023,1,70494791,ZPLF,2510,1,ZP01,SG00GP
176300189,25P2,"3,918.00","3,918.00","10,000.00",G,CCM,1510972235,1/12/2023,1/13/2023,1,70494791,ZPLF,2510,3,ZP01,SG00GP
176300190,25P2,"4,597.00","4,597.00","12,000.00",G,CCM,1510971735,1/12/2023,1/13/2023,1,70494791,ZPLF,2510,1,ZP01,SG00GP
176300286,25P2,381,381,"2,000.00",G,CCM,1510955939,1/9/2023,1/20/2023,1,70132480,ZPLF,2524,2,ZP04,SG00GP
176300286,25P2,381,381,"2,000.00",G,CCM,1510955939,1/9/2023,1/20/2023,1,70132480,ZPLF,2524,3,ZP04,SG00GP
176300289,25P2,46,46,0,G,CCM,1510956434,1/9/2023,1/16/2023,1,70521396,ZPLF,2524,1,ZP01,SG00GO
176300295,25P2,46,46,0,G,CCM,1510957703,1/9/2023,1/20/2023,1,70398370,ZPLF,2524,1,ZP01,SG00GL
176300304,25P2,46,46,0,G,CCM,1510957910,1/9/2023,1/23/2023,1,70484079,ZPLF,2524,1,ZP01,SG00GN
176300324,25P2,"8,717.00","8,717.00","16,000.00",G,CCM,1510972008,1/12/2023,1/13/2023,1,70535019,ZPLF,2510,2,ZP01,SG00GL
176300325,25P2,"1,788.00","1,788.00","6,000.00",G,CCM,1510972260,1/12/2023,1/13/2023,1,70535019,ZPLF,2510,3,ZP01,SG00GL
176300473,25P2,"6,049.00","6,049.00","13,000.00",G,CCM,1510971901,1/12/2023,1/13/2023,1,70494785,ZPLF,2510,2,ZP01,SG00GP
176300474,25P2,"9,402.00","9,402.00","18,000.00",G,CCM,1510972342,1/12/2023,1/13/2023,1,70494785,ZPLF,2510,3,ZP01,SG00GP
176300477,25P2,"4,732.00","4,732.00","16,000.00",G,CCM,1510970849,1/12/2023,1/16/2023,1,70548634,ZPLF,2510,1,ZP01,SG00GO
176300478,25P2,"5,837.00","5,837.00","15,000.00",G,CCM,1510972236,1/12/2023,1/16/2023,1,70548634,ZPLF,2510,3,ZP01,SG00GO
176300479,25P2,"4,048.00","4,048.00","16,000.00",G,CCM,1510971951,1/12/2023,1/16/2023,1,70548634,ZPLF,2510,2,ZP01,SG00GO
176300515,25P2,46,46,0,G,CCM,1510957708,1/9/2023,1/20/2023,1,70398392,ZPLF,2524,1,ZP01,SG00GP
176300576,25P2,46,46,0,G,CCM,1510957692,1/9/2023,1/23/2023,1,70337217,ZPLF,2524,1,ZP01,SG00GN
176300652,25P2,"8,590.00","8,590.00","18,000.00",G,CCM,1510972053,1/12/2023,1/13/2023,1,70556250,ZPLF,2510,3,ZP01,SG00GL
176300653,25P2,"3,575.00","3,575.00","10,000.00",G,CCM,1510971990,1/12/2023,1/13/2023,1,70556250,ZPLF,2510,2,ZP01,SG00GL
176300780,25P2,"28,240.00","28,240.00","76,000.00",G,CCM,1510972639,1/12/2023,1/16/2023,1,70030499,ZPLF,2522,2,ZP01,SG00GO
176300831,25P2,"8,176.00","8,176.00","13,000.00",G,CCM,1510972728,1/12/2023,1/13/2023,1,70390788,ZPLF,2522,2,ZP01,SG00GP
176300843,25P2,"13,660.00","13,660.00","24,000.00",G,CCM,1510973136,1/12/2023,1/13/2023,1,70019549,ZPLF,2522,4,ZP01,SG00GP
176301131,25P2,"21,307.00","21,307.00","71,000.00",G,CCM,1510972536,1/12/2023,1/16/2023,1,70396492,ZPLF,2522,2,ZP01,SG00GN
176301186,25P2,"21,382.00","21,382.00","58,000.00",G,CCM,1510972659,1/12/2023,1/16/2023,1,70019482,ZPLF,2522,2,ZP01,SG00GN
176301229,25P2,307,307,"1,000.00",G,CCM,1510971383,1/12/2023,1/16/2023,1,70019482,ZPLF,2510,1,ZP01,SG00GN
176301304,25P2,"18,770.00","18,770.00","30,000.00",G,CCM,1510973460,1/12/2023,1/13/2023,1,70031292,ZPLF,2522,1,ZP01,SG00GR
176301401,25P2,"7,432.00","7,432.00","32,000.00",G,CCM,1510972528,1/12/2023,1/16/2023,1,70019381,ZPLF,2522,2,ZP01,SG00GO
176301404,25P2,556,556,"1,000.00",G,CCM,1510973130,1/12/2023,1/13/2023,1,70019384,ZPLF,2522,1,ZP01,SG00GP
176301565,25P2,"11,766.00","11,766.00","31,000.00",G,CCM,1510972675,1/12/2023,1/16/2023,1,70450886,ZPLF,2522,2,ZP01,SG00GO
176301572,25P2,"28,397.00","28,397.00","99,000.00",G,CCM,1510972636,1/12/2023,1/16/2023,1,70521396,ZPLF,2522,2,ZP01,SG00GO
176301583,25P2,235,235,"1,000.00",G,CCM,1510971135,1/12/2023,1/13/2023,1,70031292,ZPLF,2510,1,ZP01,SG00GR
176301604,25P2,"15,238.00","15,238.00","35,000.00",G,CCM,1510972619,1/12/2023,1/16/2023,1,70030492,ZPLF,2522,1,ZP01,SG00GO
176301620,25P2,103,103,435,G,CCM,1510965637,1/11/2023,1/13/2023,1,70521405,ZPLF,2510,1,ZP01,SG00GV
176301643,25P2,58,58,248,G,CCM,1510971119,1/12/2023,1/13/2023,1,70238985,ZPLF,2510,1,ZP01,SG00GL
176301646,25P2,81,81,381,G,CCM,1510971088,1/12/2023,1/16/2023,1,70248476,ZPLF,2510,1,ZP01,SG00GO
176301647,25P2,58,58,262,G,CCM,1510971071,1/12/2023,1/16/2023,1,70288587,ZPLF,2510,1,ZP01,SG00GO
176301731,25P2,"16,978.00","16,978.00","40,000.00",G,CCM,1510972365,1/12/2023,1/13/2023,1,70130675,ZPLF,2522,2,ZP01,SG00GL
176301746,25P2,"14,543.00","14,543.00","52,000.00",G,CCM,1510972543,1/12/2023,1/16/2023,1,70484079,ZPLF,2522,2,ZP01,SG00GN
176301749,25P2,"14,148.00","14,148.00","38,000.00",G,CCM,1510972601,1/12/2023,1/16/2023,1,70525152,ZPLF,2522,2,ZP01,SG00GO
176301798,25P2,103,103,486,G,CCM,1510971035,1/12/2023,1/13/2023,1,70343296,ZPLF,2510,1,ZP01,SG00GS
176301799,25P2,81,81,381,G,CCM,1510971019,1/12/2023,1/16/2023,1,70396492,ZPLF,2510,1,ZP01,SG00GN
176301819,25P2,"55,722.00","55,722.00","165,000.00",G,CCM,1510973571,1/12/2023,1/16/2023,1,70286419,ZPLF,2522,3,ZP01,SG00GO
176301927,25P2,"10,430.00","10,430.00","27,000.00",G,CCM,1510964317,1/11/2023,1/13/2023,1,70521405,ZPLF,2522,2,ZP01,SG00GV
176301962,25P2,"9,390.00","9,390.00","21,000.00",G,CCM,1510972537,1/12/2023,1/16/2023,1,70337217,ZPLF,2522,1,ZP01,SG00GN
176301964,25P2,"1,072.00","1,072.00","3,000.00",G,CCM,1510972319,1/12/2023,1/16/2023,1,70337705,ZPLF,2522,1,ZP01,SG00GO
176301970,25P2,58,58,248,G,CCM,1510971122,1/12/2023,1/16/2023,1,70286419,ZPLF,2510,1,ZP01,SG00GO
176301991,25P2,29,29,131,G,CCM,1510971007,1/12/2023,1/16/2023,1,70337217,ZPLF,2510,1,ZP01,SG00GN
176301995,25P2,198,198,"1,000.00",G,CCM,1510971495,1/12/2023,1/13/2023,1,70398392,ZPLF,2510,2,ZP01,SG00GP
176302012,25P2,"6,262.00","6,262.00","11,000.00",G,CCM,1510972589,1/12/2023,1/16/2023,1,70248476,ZPLF,2522,1,ZP01,SG00GO
176302013,25P2,"17,748.00","17,748.00","57,000.00",G,CCM,1510972774,1/12/2023,1/16/2023,1,70288587,ZPLF,2522,2,ZP01,SG00GO
176302043,25P2,"14,004.00","14,004.00","48,000.00",G,CCM,1510972769,1/12/2023,1/13/2023,1,70398392,ZPLF,2522,3,ZP01,SG00GP
176302049,25P2,"7,000.00","7,000.00","15,000.00",G,CCM,1510972506,1/12/2023,1/16/2023,1,70408272,ZPLF,2522,1,ZP01,SG00GO
176302084,25P2,58,58,248,G,CCM,1510970254,1/12/2023,1/16/2023,1,70521396,ZPLF,2510,1,ZP01,SG00GO
176302090,25P2,34,34,0,G,CCM,1510957965,1/9/2023,1/16/2023,1,70525152,ZPLF,2524,1,ZP01,SG00GO
176302119,25P2,187,187,"1,000.00",G,CCM,1510971057,1/12/2023,1/16/2023,1,70525152,ZPLF,2510,1,ZP01,SG00GO
176302184,25P2,23,23,0,G,CCM,1510970945,1/12/2023,1/13/2023,1,70494786,ZPLF,2510,1,ZP01,SG00GP
176302189,25P2,14,14,0,G,CCM,1510971532,1/12/2023,1/13/2023,1,70494791,ZPLF,2510,1,ZP01,SG00GP
176302359,25P2,"7,924.00","7,924.00","21,000.00",G,CCM,1510972781,1/12/2023,1/13/2023,1,70494785,ZPLF,2522,1,ZP01,SG00GP
176302361,25P2,"19,678.00","19,678.00","77,000.00",G,CCM,1510972753,1/12/2023,1/13/2023,1,70494786,ZPLF,2522,2,ZP01,SG00GP
176302363,25P2,"31,268.00","31,268.00","117,000.00",G,CCM,1510972696,1/12/2023,1/16/2023,1,70548634,ZPLF,2522,2,ZP01,SG00GO
176302416,25P2,"6,984.00","6,984.00","29,000.00",G,CCM,1510972751,1/12/2023,1/13/2023,1,70494791,ZPLF,2522,2,ZP01,SG00GP
176302418,25P2,"6,016.00","6,016.00","20,000.00",G,CCM,1510972669,1/12/2023,1/13/2023,1,70556250,ZPLF,2522,2,ZP01,SG00GL
176302454,25P2,"1,623.00","1,623.00","3,000.00",G,CCM,1510962017,1/10/2023,1/20/2023,1,70019315,ZPLF,2524,2,ZP01,SG00GS
176302547,25P2,"7,384.00","7,384.00","14,000.00",G,CCM,1510962141,1/10/2023,1/23/2023,1,70019482,ZPLF,2524,1,ZP01,SG00GN
176302622,25P2,"2,178.00","2,178.00","3,000.00",G,CCM,1510962161,1/10/2023,1/23/2023,1,70019381,ZPLF,2524,1,ZP01,SG00GO
