Delivery,TransPlnngPt,Total Weight,Net Weight,Total Volume,Weight UOM,Volume UOM,Invoice,Invoice Creation Date,Planned Delivery Date,Shipping Type,Ship to,Delivery Type,Shipping Point,Number of HUs,Transportation Group,Delivery Route
176308149,25P2,462,462,"3,000.00",G,CCM,1510965841,1/11/2023,1/13/2023,1,70155196,ZPLF,2510,1,ZP01,SG00GV
176308249,25P2,396,396,"3,000.00",G,CCM,1510972181,1/12/2023,1/13/2023,1,70428043,ZPLF,2510,1,ZP01,SG00GR
176308404,25P2,502,502,"3,000.00",G,CCM,1510965287,1/11/2023,1/12/2023,1,70043250,ZPLF,2510,1,ZP01,SG00FE
176308415,25P2,418,418,"3,000.00",G,CCM,1510972221,1/12/2023,1/13/2023,1,70081032,ZPLF,2510,1,ZP01,SG00GR
176308493,25P2,484,484,"3,000.00",G,CCM,1510965168,1/11/2023,1/12/2023,1,70029285,ZPLF,2510,1,ZP01,SG00FE
176308665,25P2,286,286,"2,000.00",G,CCM,1510971766,1/12/2023,1/13/2023,1,70401488,ZPLF,2510,1,ZP01,SG00GS
176308693,25P2,286,286,"2,000.00",G,CCM,1510971916,1/12/2023,1/13/2023,1,70351598,ZPLF,2510,1,ZP01,SG00GS
176308712,25P2,330,330,"2,000.00",G,CCM,1510972228,1/12/2023,1/13/2023,1,70373907,ZPLF,2510,1,ZP01,SG00GS
176308890,25P2,220,220,"1,000.00",G,CCM,1510971712,1/12/2023,1/13/2023,1,70464520,ZPLF,2510,1,ZP01,SG00GS
176308911,25P2,182,182,"1,000.00",G,CCM,1510965202,1/11/2023,1/12/2023,1,70019459,ZPLF,2510,1,ZP01,SG00FE
176308929,25P2,572,572,"4,000.00",G,CCM,1510965426,1/11/2023,1/12/2023,1,70465560,ZPLF,2510,1,ZP01,SG00FE
176308958,25P2,308,308,"2,000.00",G,CCM,1510971721,1/12/2023,1/13/2023,1,70408280,ZPLF,2510,1,ZP01,SG00GS
176308968,25P2,264,264,"2,000.00",G,CCM,1510971815,1/12/2023,1/13/2023,1,70490240,ZPLF,2510,1,ZP01,SG00GS
176308985,25P2,390,390,"4,000.00",G,CCM,1510965937,1/11/2023,1/12/2023,1,70029285,ZPLF,2510,1,ZP01,SG00FE
176309063,25P2,330,330,"2,000.00",G,CCM,1510966122,1/11/2023,1/12/2023,1,70544149,ZPLF,2510,1,ZP01,SG00FE
176309113,25P2,140,140,"1,000.00",G,CCM,1510971255,1/12/2023,1/13/2023,1,70435202,ZPLF,2510,1,ZP01,SG00GS
176309171,25P2,252,252,"3,000.00",G,CCM,1510965526,1/11/2023,1/13/2023,1,70155196,ZPLF,2510,1,ZP01,SG00GV
176309195,25P2,142,142,"1,000.00",G,CCM,1510965677,1/11/2023,1/12/2023,1,70465560,ZPLF,2510,1,ZP01,SG00FE
176309260,25P2,182,182,"1,000.00",G,CCM,1510965329,1/11/2023,1/12/2023,1,70043250,ZPLF,2510,1,ZP01,SG00FE
176309266,25P2,91,91,276,G,CCM,1510966298,1/11/2023,1/12/2023,1,70132664,ZPLF,2510,1,ZP01,SG00FE
176309308,25P2,91,91,276,G,CCM,1510971087,1/12/2023,1/13/2023,1,70351598,ZPLF,2510,1,ZP01,SG00GS
176371151,25P2,539,539,"2,000.00",G,CCM,1510966502,1/11/2023,1/13/2023,1,70017496,ZPLF,2510,1,ZP01,SG00GU
175937775,25P2,"4,158.00","4,158.00","6,000.00",G,CCM,1510940398,1/4/2023,1/16/2023,1,70019426,ZPLF,2524,1,ZP01,SG00GO
175937778,25P2,597,597,"1,000.00",G,CCM,1510940537,1/4/2023,1/16/2023,1,70019322,ZPLF,2524,1,ZP01,SG00GN
175937844,25P2,13,13,0,G,CCM,1510940302,1/4/2023,1/16/2023,1,70019476,ZPLF,2524,1,ZP01,SG00GN
175937849,25P2,477,477,"1,000.00",G,CCM,1510940388,1/4/2023,1/16/2023,1,70019554,ZPLF,2524,1,ZP01,SG00GO
175937854,25P2,12,12,0,G,CCM,1510940252,1/4/2023,1/16/2023,1,70019375,ZPLF,2524,1,ZP01,SG00GN
175937915,25P2,98,98,"1,000.00",G,CCM,1510940381,1/4/2023,1/16/2023,1,70019410,ZPLF,2524,1,ZP01,SG00GN
175938471,25P2,12,12,46,G,CCM,1510940949,1/4/2023,1/16/2023,1,70084983,ZPLF,2524,1,ZP01,SG00FK
175939002,25P2,204,204,464,G,CCM,1510940344,1/4/2023,1/16/2023,1,70374983,ZPLF,2524,1,ZP01,SG00GN
175939008,25P2,"1,110.00","1,110.00","2,000.00",G,CCM,1510940565,1/4/2023,1/16/2023,1,70375866,ZPLF,2524,1,ZP01,SG00GO
175939632,25P2,18,18,0,G,CCM,1510940426,1/4/2023,1/16/2023,1,70019322,ZPLF,2524,1,ZP01,SG00GN
175939681,25P2,18,18,0,G,CCM,1510940274,1/4/2023,1/16/2023,1,70084983,ZPLF,2524,1,ZP01,SG00FK
175939707,25P2,23,23,0,G,CCM,1510940434,1/4/2023,1/16/2023,1,70019476,ZPLF,2524,1,ZP01,SG00GN
175939711,25P2,36,36,289,G,CCM,1510940598,1/4/2023,1/16/2023,1,70019554,ZPLF,2524,1,ZP01,SG00GO
175939729,25P2,46,46,389,G,CCM,1510940616,1/4/2023,1/16/2023,1,70132665,ZPLF,2524,1,ZP01,SG00FK
175975788,25P2,16,16,0,G,CCM,1510939926,1/4/2023,1/16/2023,1,70019322,ZPLF,2524,1,ZP01,SG00GN
175976096,25P2,16,16,0,G,CCM,1510941174,1/4/2023,1/16/2023,1,70084983,ZPLF,2524,1,ZP01,SG00FK
176237013,25P2,"5,670.00","5,670.00","13,000.00",G,CCM,1510972140,1/12/2023,1/16/2023,1,70019375,ZPLF,2510,2,ZP01,SG00GN
176237014,25P2,"3,216.00","3,216.00","11,000.00",G,CCM,1510972272,1/12/2023,1/16/2023,1,70019375,ZPLF,2510,3,ZP01,SG00GN
176237015,25P2,268,268,"2,000.00",G,CCM,1510971053,1/12/2023,1/16/2023,1,70019375,ZPLF,2510,1,ZP01,SG00GN
176297978,25P2,"8,082.00","8,082.00","23,000.00",G,CCM,1510970404,1/12/2023,1/16/2023,1,70019322,ZPLF,2510,2,ZP01,SG00GN
176297979,25P2,"18,128.00","18,128.00","39,000.00",G,CCM,1510971461,1/12/2023,1/16/2023,1,70019322,ZPLF,2510,4,ZP01,SG00GN
176297980,25P2,"8,425.00","8,425.00","19,000.00",G,CCM,1510971272,1/12/2023,1/16/2023,1,70019322,ZPLF,2510,2,ZP01,SG00GN
176298015,25P2,"11,395.00","11,395.00","31,000.00",G,CCM,1510970683,1/12/2023,1/16/2023,1,70019426,ZPLF,2510,2,ZP01,SG00GO
176298016,25P2,"15,326.00","15,326.00","39,000.00",G,CCM,1510971505,1/12/2023,1/16/2023,1,70019426,ZPLF,2510,4,ZP01,SG00GO
176298017,25P2,"1,687.00","1,687.00","10,000.00",G,CCM,1510972159,1/12/2023,1/16/2023,1,70019426,ZPLF,2510,1,ZP01,SG00GO
176298245,25P2,"3,281.00","3,281.00","10,000.00",G,CCM,1510970895,1/12/2023,1/16/2023,1,70019476,ZPLF,2510,1,ZP01,SG00GN
176298291,25P2,"4,121.00","4,121.00","13,000.00",G,CCM,1510971352,1/12/2023,1/16/2023,1,70019476,ZPLF,2510,1,ZP01,SG00GN
176298292,25P2,122,122,"1,000.00",G,CCM,1510971118,1/12/2023,1/16/2023,1,70019476,ZPLF,2510,1,ZP01,SG00GN
176298388,25P2,"5,875.00","5,875.00","16,000.00",G,CCM,1510970593,1/12/2023,1/16/2023,1,70019554,ZPLF,2510,1,ZP01,SG00GO
176298389,25P2,"5,548.00","5,548.00","16,000.00",G,CCM,1510971360,1/12/2023,1/16/2023,1,70019554,ZPLF,2510,2,ZP01,SG00GO
176298390,25P2,"6,686.00","6,686.00","21,000.00",G,CCM,1510970149,1/12/2023,1/16/2023,1,70019554,ZPLF,2510,3,ZP01,SG00GO
176298391,25P2,268,268,"2,000.00",G,CCM,1510971137,1/12/2023,1/16/2023,1,70019554,ZPLF,2510,1,ZP01,SG00GO
176298571,25P2,"2,221.00","2,221.00","9,000.00",G,CCM,1510970868,1/12/2023,1/16/2023,1,70019410,ZPLF,2510,1,ZP01,SG00GN
176298572,25P2,"4,798.00","4,798.00","12,000.00",G,CCM,1510970610,1/12/2023,1/16/2023,1,70019410,ZPLF,2510,1,ZP01,SG00GN
176298573,25P2,"2,285.00","2,285.00","8,000.00",G,CCM,1510972354,1/12/2023,1/16/2023,1,70019410,ZPLF,2510,1,ZP01,SG00GN
176299054,25P2,"7,885.00","7,885.00","23,000.00",G,CCM,1510970189,1/12/2023,1/16/2023,1,70084983,ZPLF,2510,2,ZP01,SG00FK
176299055,25P2,"19,560.00","19,560.00","40,000.00",G,CCM,1510970121,1/12/2023,1/16/2023,1,70084983,ZPLF,2510,5,ZP01,SG00FK
176299116,25P2,"8,550.00","8,550.00","22,000.00",G,CCM,1510971953,1/12/2023,1/16/2023,1,70361410,ZPLF,2510,2,ZP01,SG00GO
176299117,25P2,"13,336.00","13,336.00","21,000.00",G,CCM,1510971290,1/12/2023,1/16/2023,1,70361410,ZPLF,2510,2,ZP01,SG00GO
176299118,25P2,"1,846.00","1,846.00","5,000.00",G,CCM,1510972151,1/12/2023,1/16/2023,1,70361410,ZPLF,2510,2,ZP01,SG00GO
176299120,25P2,"6,751.00","6,751.00","13,000.00",G,CCM,1510972121,1/12/2023,1/16/2023,1,70362005,ZPLF,2510,2,ZP01,SG00GO
176299121,25P2,"1,205.00","1,205.00","6,000.00",G,CCM,1510972353,1/12/2023,1/16/2023,1,70362005,ZPLF,2510,1,ZP01,SG00GO
176299161,25P2,"15,258.00","15,258.00","33,000.00",G,CCM,1510970644,1/12/2023,1/16/2023,1,70084983,ZPLF,2510,2,ZP01,SG00FK
176299162,25P2,"2,597.00","2,597.00","9,000.00",G,CCM,1510971696,1/12/2023,1/16/2023,1,70084983,ZPLF,2510,1,ZP01,SG00FK
176299213,25P2,"5,016.00","5,016.00","13,000.00",G,CCM,1510971280,1/12/2023,1/16/2023,1,70374983,ZPLF,2510,1,ZP01,SG00GN
176299214,25P2,"3,630.00","3,630.00","9,000.00",G,CCM,1510971783,1/12/2023,1/16/2023,1,70374983,ZPLF,2510,1,ZP01,SG00GN
176299219,25P2,"7,018.00","7,018.00","15,000.00",G,CCM,1510972157,1/12/2023,1/16/2023,1,70375866,ZPLF,2510,1,ZP01,SG00GO
176299220,25P2,"8,975.00","8,975.00","15,000.00",G,CCM,1510970586,1/12/2023,1/16/2023,1,70375866,ZPLF,2510,1,ZP01,SG00GO
176299251,25P2,"1,145.00","1,145.00","4,000.00",G,CCM,1510971777,1/12/2023,1/16/2023,1,70375866,ZPLF,2510,1,ZP01,SG00GO
176299268,25P2,"6,284.00","6,284.00","13,000.00",G,CCM,1510970588,1/12/2023,1/16/2023,1,70132665,ZPLF,2510,1,ZP01,SG00FK
176299269,25P2,"3,846.00","3,846.00","10,000.00",G,CCM,1510972314,1/12/2023,1/16/2023,1,70132665,ZPLF,2510,1,ZP01,SG00FK
176299418,25P2,"9,455.00","9,455.00","19,000.00",G,CCM,1510971768,1/12/2023,1/16/2023,1,70408277,ZPLF,2510,3,ZP01,SG00GO
176299419,25P2,"4,501.00","4,501.00","12,000.00",G,CCM,1510972052,1/12/2023,1/16/2023,1,70408277,ZPLF,2510,3,ZP01,SG00GO
176300219,25P2,"3,606.00","3,606.00","6,000.00",G,CCM,1510972551,1/12/2023,1/16/2023,1,70019322,ZPLF,2522,1,ZP01,SG00GN
176300365,25P2,46,46,0,G,CCM,1510957947,1/9/2023,1/23/2023,1,70361410,ZPLF,2524,1,ZP01,SG00GO
176300446,25P2,46,46,0,G,CCM,1510957723,1/9/2023,1/23/2023,1,70019554,ZPLF,2524,1,ZP01,SG00GO
176300675,25P2,"8,826.00","8,826.00","23,000.00",G,CCM,1510972552,1/12/2023,1/16/2023,1,70019426,ZPLF,2522,2,ZP01,SG00GO
176300903,25P2,"12,896.00","12,896.00","24,000.00",G,CCM,1510972620,1/12/2023,1/16/2023,1,70019554,ZPLF,2522,2,ZP01,SG00GO
176301006,25P2,"11,192.00","11,192.00","21,000.00",G,CCM,1510972548,1/12/2023,1/16/2023,1,70019476,ZPLF,2522,1,ZP01,SG00GN
176301066,25P2,58,58,262,G,CCM,1510971067,1/12/2023,1/16/2023,1,70019426,ZPLF,2510,1,ZP01,SG00GO
176301338,25P2,87,87,372,G,CCM,1510971083,1/12/2023,1/16/2023,1,70019410,ZPLF,2510,1,ZP01,SG00GN
176301436,25P2,"6,856.00","6,856.00","20,000.00",G,CCM,1510972526,1/12/2023,1/16/2023,1,70084983,ZPLF,2522,2,ZP01,SG00FK
176301517,25P2,"29,148.00","29,148.00","108,000.00",G,CCM,1510973565,1/12/2023,1/16/2023,1,70361410,ZPLF,2522,4,ZP01,SG00GO
176301521,25P2,"9,800.00","9,800.00","40,000.00",G,CCM,1510972566,1/12/2023,1/16/2023,1,70362005,ZPLF,2522,2,ZP01,SG00GO
176301533,25P2,87,87,372,G,CCM,1510971115,1/12/2023,1/16/2023,1,70084983,ZPLF,2510,1,ZP01,SG00FK
176301606,25P2,110,110,"1,000.00",G,CCM,1510971271,1/12/2023,1/16/2023,1,70132665,ZPLF,2510,1,ZP01,SG00FK
176301669,25P2,"12,446.00","12,446.00","38,000.00",G,CCM,1510972550,1/12/2023,1/16/2023,1,70019410,ZPLF,2522,2,ZP01,SG00GN
176301686,25P2,"4,240.00","4,240.00","17,000.00",G,CCM,1510972529,1/12/2023,1/16/2023,1,70374983,ZPLF,2522,2,ZP01,SG00GN
176301692,25P2,"17,050.00","17,050.00","60,000.00",G,CCM,1510972754,1/12/2023,1/16/2023,1,70375866,ZPLF,2522,2,ZP01,SG00GO
176301696,25P2,29,29,131,G,CCM,1510971036,1/12/2023,1/16/2023,1,70019375,ZPLF,2510,1,ZP01,SG00GN
176301697,25P2,240,240,"2,000.00",G,CCM,1510971392,1/12/2023,1/16/2023,1,70019375,ZPLF,2510,1,ZP01,SG00GN
176301698,25P2,462,462,"3,000.00",G,CCM,1510971997,1/12/2023,1/16/2023,1,70019375,ZPLF,2510,1,ZP01,SG00GN
176301699,25P2,60,60,"1,000.00",G,CCM,1510971192,1/12/2023,1/16/2023,1,70019375,ZPLF,2510,1,ZP01,SG00GN
176301752,25P2,"22,894.00","22,894.00","76,000.00",G,CCM,1510972617,1/12/2023,1/16/2023,1,70408277,ZPLF,2522,2,ZP01,SG00GO
176301807,25P2,572,572,"1,000.00",G,CCM,1510972356,1/12/2023,1/16/2023,1,70019375,ZPLF,2522,1,ZP01,SG00GN
176301814,25P2,"1,463.00","1,463.00","2,000.00",G,CCM,1510962499,1/10/2023,1/23/2023,1,70019375,ZPLF,2524,1,ZP01,SG00GN
176301815,25P2,90,90,"1,000.00",G,CCM,1510961061,1/10/2023,1/23/2023,1,70019375,ZPLF,2524,1,ZP01,SG00GN
176301831,25P2,"4,396.00","4,396.00","6,000.00",G,CCM,1510972592,1/12/2023,1/16/2023,1,70132665,ZPLF,2522,1,ZP01,SG00FK
176301892,25P2,58,58,262,G,CCM,1510971065,1/12/2023,1/16/2023,1,70361410,ZPLF,2510,1,ZP01,SG00GO
176301895,25P2,58,58,248,G,CCM,1510971013,1/12/2023,1/16/2023,1,70362005,ZPLF,2510,1,ZP01,SG00GO
176302257,25P2,17,17,0,G,CCM,1510961011,1/10/2023,1/23/2023,1,70132665,ZPLF,2524,1,ZP01,SG00FK
176302408,25P2,"4,136.00","4,136.00","6,000.00",G,CCM,1510962194,1/10/2023,1/23/2023,1,70019426,ZPLF,2524,1,ZP01,SG00GO
176302458,25P2,"2,038.00","2,038.00","4,000.00",G,CCM,1510962809,1/10/2023,1/23/2023,1,70019322,ZPLF,2524,1,ZP01,SG00GN
176302538,25P2,"1,380.00","1,380.00","3,000.00",G,CCM,1510962046,1/10/2023,1/23/2023,1,70019476,ZPLF,2524,1,ZP01,SG00GN
176302665,25P2,"2,701.00","2,701.00","5,000.00",G,CCM,1510962152,1/10/2023,1/23/2023,1,70019410,ZPLF,2524,1,ZP01,SG00GN
176302804,25P2,"3,834.00","3,834.00","10,000.00",G,CCM,1510962126,1/10/2023,1/23/2023,1,70019554,ZPLF,2524,1,ZP01,SG00GO
176302895,25P2,"2,152.00","2,152.00","5,000.00",G,CCM,1510961599,1/10/2023,1/23/2023,1,70084983,ZPLF,2524,1,ZP01,SG00FK
176302901,25P2,"2,067.00","2,067.00","6,000.00",G,CCM,1510962212,1/10/2023,1/23/2023,1,70361410,ZPLF,2524,1,ZP01,SG00GO
176302905,25P2,"1,361.00","1,361.00","2,000.00",G,CCM,1510962093,1/10/2023,1/23/2023,1,70362005,ZPLF,2524,1,ZP01,SG00GO
176302937,25P2,"2,615.00","2,615.00","4,000.00",G,CCM,1510962204,1/10/2023,1/23/2023,1,70374983,ZPLF,2524,1,ZP01,SG00GN
176303107,25P2,"1,544.00","1,544.00","3,000.00",G,CCM,1510962858,1/10/2023,1/23/2023,1,70375866,ZPLF,2524,1,ZP01,SG00GO
176303345,25P2,468,468,"4,000.00",G,CCM,1510962693,1/10/2023,1/23/2023,1,70019322,ZPLF,2524,1,ZP01,SG00GN
176303410,25P2,"1,131.00","1,131.00","2,000.00",G,CCM,1510961995,1/10/2023,1/23/2023,1,70132665,ZPLF,2524,1,ZP01,SG00FK
176303430,25P2,270,270,"2,000.00",G,CCM,1510961258,1/10/2023,1/23/2023,1,70019476,ZPLF,2524,1,ZP01,SG00GN
176303630,25P2,"1,032.00","1,032.00","1,000.00",G,CCM,1510962648,1/10/2023,1/23/2023,1,70408277,ZPLF,2524,1,ZP01,SG00GO
176303735,25P2,126,126,"1,000.00",G,CCM,1510962669,1/10/2023,1/23/2023,1,70019554,ZPLF,2524,1,ZP01,SG00GO
176303740,25P2,360,360,"3,000.00",G,CCM,1510962675,1/10/2023,1/23/2023,1,70019410,ZPLF,2524,1,ZP01,SG00GN
176303785,25P2,558,558,"4,000.00",G,CCM,1510961373,1/10/2023,1/23/2023,1,70084983,ZPLF,2524,1,ZP01,SG00FK
176303818,25P2,180,180,"1,000.00",G,CCM,1510961322,1/10/2023,1/23/2023,1,70132665,ZPLF,2524,1,ZP01,SG00FK
176304035,25P2,188,188,379,G,CCM,1510972947,1/12/2023,1/16/2023,1,70019426,ZPLF,2522,1,ZP01,SG00GO
176304206,25P2,180,180,"1,000.00",G,CCM,1510961057,1/10/2023,1/23/2023,1,70408277,ZPLF,2524,1,ZP01,SG00GO
176304231,25P2,416,416,"1,000.00",G,CCM,1510972736,1/12/2023,1/16/2023,1,70019322,ZPLF,2522,2,ZP01,SG00GN
176304299,25P2,658,658,"1,000.00",G,CCM,1510973512,1/12/2023,1/16/2023,1,70019476,ZPLF,2522,3,ZP01,SG00GN
176304339,25P2,293,293,"2,000.00",G,CCM,1510962134,1/10/2023,1/23/2023,1,70361410,ZPLF,2524,1,ZP01,SG00GO
176304343,25P2,180,180,"1,000.00",G,CCM,1510962513,1/10/2023,1/23/2023,1,70362005,ZPLF,2524,1,ZP01,SG00GO
176304422,25P2,90,90,"1,000.00",G,CCM,1510962613,1/10/2023,1/23/2023,1,70374983,ZPLF,2524,1,ZP01,SG00GN
176304459,25P2,270,270,"2,000.00",G,CCM,1510961435,1/10/2023,1/23/2023,1,70375866,ZPLF,2524,1,ZP01,SG00GO
176304565,25P2,"1,260.00","1,260.00","2,000.00",G,CCM,1510973668,1/12/2023,1/16/2023,1,70019554,ZPLF,2522,4,ZP01,SG00GO
176304585,25P2,"1,530.00","1,530.00","1,000.00",G,CCM,1510973424,1/12/2023,1/16/2023,1,70019410,ZPLF,2522,2,ZP01,SG00GN
176304620,25P2,872,872,"2,000.00",G,CCM,1510972368,1/12/2023,1/16/2023,1,70084983,ZPLF,2522,2,ZP01,SG00FK
176304758,25P2,422,422,"1,000.00",G,CCM,1510972346,1/12/2023,1/16/2023,1,70132665,ZPLF,2522,2,ZP01,SG00FK
176304834,25P2,"1,020.00","1,020.00","2,000.00",G,CCM,1510973547,1/12/2023,1/16/2023,1,70361410,ZPLF,2522,3,ZP01,SG00GO
176304836,25P2,644,644,"2,000.00",G,CCM,1510973487,1/12/2023,1/16/2023,1,70362005,ZPLF,2522,2,ZP01,SG00GO
176304884,25P2,264,264,0,G,CCM,1510972329,1/12/2023,1/16/2023,1,70374983,ZPLF,2522,1,ZP01,SG00GN
176304890,25P2,"1,578.00","1,578.00","3,000.00",G,CCM,1510973626,1/12/2023,1/16/2023,1,70375866,ZPLF,2522,5,ZP01,SG00GO
176305572,25P2,30,30,121,G,CCM,1510973363,1/12/2023,1/16/2023,1,70408277,ZPLF,2522,1,ZP01,SG00GO
176305950,25P2,599,599,"5,000.00",G,CCM,1510972850,1/12/2023,1/16/2023,1,70019322,ZPLF,2510,1,ZP01,SG00GN
176306762,25P2,740,740,"6,000.00",G,CCM,1510971952,1/12/2023,1/16/2023,1,70019426,ZPLF,2510,1,ZP01,SG00GO
176307061,25P2,774,774,"6,000.00",G,CCM,1510970765,1/12/2023,1/16/2023,1,70019554,ZPLF,2510,1,ZP01,SG00GO
176307101,25P2,625,625,"6,000.00",G,CCM,1510971720,1/12/2023,1/16/2023,1,70019476,ZPLF,2510,1,ZP01,SG00GN
176307266,25P2,991,991,"7,000.00",G,CCM,1510971749,1/12/2023,1/16/2023,1,70408277,ZPLF,2510,1,ZP01,SG00GO
176307317,25P2,313,313,"2,000.00",G,CCM,1510971051,1/12/2023,1/16/2023,1,70019410,ZPLF,2510,1,ZP01,SG00GN
176307366,25P2,317,317,"3,000.00",G,CCM,1510971163,1/12/2023,1/16/2023,1,70361410,ZPLF,2510,1,ZP01,SG00GO
176307369,25P2,134,134,"1,000.00",G,CCM,1510970961,1/12/2023,1/16/2023,1,70362005,ZPLF,2510,1,ZP01,SG00GO
176307432,25P2,429,429,"3,000.00",G,CCM,1510971685,1/12/2023,1/16/2023,1,70374983,ZPLF,2510,1,ZP01,SG00GN
176307438,25P2,351,351,"2,000.00",G,CCM,1510971241,1/12/2023,1/16/2023,1,70375866,ZPLF,2510,1,ZP01,SG00GO
176307496,25P2,746,746,"6,000.00",G,CCM,1510971697,1/12/2023,1/16/2023,1,70084983,ZPLF,2510,1,ZP01,SG00FK
176307597,25P2,427,427,"3,000.00",G,CCM,1510971403,1/12/2023,1/16/2023,1,70132665,ZPLF,2510,1,ZP01,SG00FK
176307784,25P2,704,704,"5,000.00",G,CCM,1510972129,1/12/2023,1/16/2023,1,70019426,ZPLF,2510,1,ZP01,SG00GO
176307890,25P2,660,660,"4,000.00",G,CCM,1510972058,1/12/2023,1/16/2023,1,70019322,ZPLF,2510,1,ZP01,SG00GN
176307943,25P2,330,330,"2,000.00",G,CCM,1510972098,1/12/2023,1/16/2023,1,70019554,ZPLF,2510,1,ZP01,SG00GO
176308028,25P2,198,198,"1,000.00",G,CCM,1510971787,1/12/2023,1/16/2023,1,70019476,ZPLF,2510,1,ZP01,SG00GN
176308130,25P2,198,198,"1,000.00",G,CCM,1510972022,1/12/2023,1/16/2023,1,70019410,ZPLF,2510,1,ZP01,SG00GN
176308485,25P2,770,770,"5,000.00",G,CCM,1510972044,1/12/2023,1/16/2023,1,70084983,ZPLF,2510,1,ZP01,SG00FK
176308527,25P2,330,330,"2,000.00",G,CCM,1510972089,1/12/2023,1/16/2023,1,70132665,ZPLF,2510,1,ZP01,SG00FK
176308704,25P2,946,946,"6,000.00",G,CCM,1510972138,1/12/2023,1/16/2023,1,70361410,ZPLF,2510,1,ZP01,SG00GO
176308707,25P2,396,396,"3,000.00",G,CCM,1510971824,1/12/2023,1/16/2023,1,70362005,ZPLF,2510,1,ZP01,SG00GO
176308723,25P2,330,330,"2,000.00",G,CCM,1510972307,1/12/2023,1/16/2023,1,70374983,ZPLF,2510,1,ZP01,SG00GN
176308727,25P2,638,638,"4,000.00",G,CCM,1510971788,1/12/2023,1/16/2023,1,70375866,ZPLF,2510,1,ZP01,SG00GO
176308919,25P2,394,394,"4,000.00",G,CCM,1510971945,1/12/2023,1/16/2023,1,70019554,ZPLF,2510,1,ZP01,SG00GO
176308956,25P2,154,154,"1,000.00",G,CCM,1510971715,1/12/2023,1/16/2023,1,70408277,ZPLF,2510,1,ZP01,SG00GO
176309346,25P2,137,137,"2,000.00",G,CCM,1510971310,1/12/2023,1/16/2023,1,70361410,ZPLF,2510,1,ZP01,SG00GO
176309390,25P2,274,274,"2,000.00",G,CCM,1510971444,1/12/2023,1/16/2023,1,70374983,ZPLF,2510,1,ZP01,SG00GN
176309402,25P2,211,211,"2,000.00",G,CCM,1510971218,1/12/2023,1/16/2023,1,70375866,ZPLF,2510,1,ZP01,SG00GO
176309437,25P2,211,211,"2,000.00",G,CCM,1510971215,1/12/2023,1/16/2023,1,70132665,ZPLF,2510,1,ZP01,SG00FK
176321480,25P2,232,232,"1,000.00",G,CCM,1510957974,1/9/2023,1/11/2023,1,70362055,ZPLF,2524,1,ZP01,SG00GL
176333143,25P2,"4,420.00","4,420.00","8,000.00",G,CCM,1510960113,1/10/2023,1/11/2023,1,70017600,ZPLF,2510,1,ZP01,SG00GN
176333181,25P2,278,278,"1,000.00",G,CCM,1510955514,1/9/2023,1/11/2023,1,70017600,ZPLF,2524,1,ZP01,SG00GN
