Delivery,TransPlnngPt,Total Weight,Net Weight,Total Volume,Weight UOM,Volume UOM,Invoice,Invoice Creation Date,Planned Delivery Date,Shipping Type,Ship to,Delivery Type,Shipping Point,Number of HUs,Transportation Group,Delivery Route,
802435615,2522,"2,592.00","2,592.00","14,754.04",G,CCM,,,5/17/2023,1,70017337,ZPLF,2522,1,ZP01,SG00GP,
802435616,2522,"28,880.00","28,880.00","87,493.48",G,CCM,,,5/17/2023,1,70283687,ZPLF,2522,1,ZP01,SG00FL,
802435617,2522,"2,084.00","2,084.00","10,226.67",G,CCM,,,5/17/2023,1,70249050,ZPLF,2522,1,ZP01,NG00GJ,
802435618,2522,"9,256.00","9,256.00","33,417.26",G,CCM,,,5/17/2023,1,70127101,ZPLF,2522,1,ZP01,NG00GC,
802435619,2522,992,992,"6,076.37",G,CCM,,,5/17/2023,1,70417236,ZPLF,2522,1,ZP01,SG00GL,
802435620,2522,"3,600.00","3,600.00","10,706.00",G,CCM,,,5/17/2023,1,70417236,ZPLF,2522,1,ZP01,SG00GL,
802435621,2522,"3,030.00","3,030.00","17,482.87",G,CCM,,,5/17/2023,1,70017222,ZPLF,2522,1,ZP01,SG00GS,
802435622,2522,"3,316.00","3,316.00","20,235.34",G,CCM,,,5/17/2023,1,70028054,ZPLF,2522,1,ZP01,NG00GG,
802435623,2522,422,422,"2,405.44",G,CCM,,,5/17/2023,1,70017203,ZPLF,2522,1,ZP01,SG00GS,
802435624,2522,"3,600.00","3,600.00","10,706.00",G,CCM,,,5/17/2023,1,70288086,ZPLF,2522,1,ZP01,SG00FG,
802442506,2522,"102,240.00","102,240.00","242,718.84",G,CCM,,,5/16/2023,1,106145,RL,2522,1,ZP01,SG00GW,
802450277,2522,"7,200.00","7,200.00","22,089.68",G,CCM,,,5/18/2023,1,70017371,ZPLF,2522,1,ZP01,NG00GK,
802450278,2522,"1,470.00","1,470.00","6,732.31",G,CCM,,,5/18/2023,1,70017371,ZPLF,2522,1,ZP01,NG00GK,
802450279,2522,980,980,"5,490.00",G,CCM,,,5/18/2023,1,70017396,ZPLF,2522,1,ZP01,SG00GT,
802451938,2522,"1,704.00","1,704.00","4,000.00",G,CCM,1511414172,5/13/2023,5/23/2023,1,70126471,ZPLF,2522,1,ZP01,SG00GO,
802451939,2522,"3,896.00","3,896.00","7,000.00",G,CCM,1511414195,5/13/2023,5/23/2023,1,70022079,ZPLF,2522,2,ZP01,NG00GI,
802451940,2522,"1,704.00","1,704.00","4,000.00",G,CCM,1511414212,5/13/2023,5/23/2023,1,70434104,ZPLF,2522,1,ZP01,SG00GL,
802451941,2522,"3,896.00","3,896.00","7,370.14",G,CCM,,,5/23/2023,1,70434107,ZPLF,2522,1,ZP01,SG00GW,
802451942,2522,"3,896.00","3,896.00","7,370.14",G,CCM,,,5/23/2023,1,70434108,ZPLF,2522,1,ZP01,SG00FL,
802451944,2522,"3,896.00","3,896.00","7,000.00",G,CCM,1511414245,5/13/2023,5/23/2023,1,70287030,ZPLF,2522,2,ZP01,NG00GI,
802451945,2522,"3,896.00","3,896.00","7,000.00",G,CCM,1511414225,5/13/2023,5/23/2023,1,70466505,ZPLF,2522,2,ZP01,NG00GG,
802452021,2522,"1,704.00","1,704.00","4,000.00",G,CCM,1511414221,5/13/2023,5/23/2023,1,70476441,ZPLF,2522,1,ZP01,SG00GR,
802452023,2522,"3,896.00","3,896.00","7,370.14",G,CCM,,,5/23/2023,1,70464728,ZPLF,2522,1,ZP01,SG00GP,
802452024,2522,"3,896.00","3,896.00","7,370.14",G,CCM,,,5/23/2023,1,70482684,ZPLF,2522,1,ZP01,SG00FE,
802452025,2522,"1,704.00","1,704.00","4,000.00",G,CCM,1511414207,5/13/2023,5/23/2023,1,70537692,ZPLF,2522,1,ZP01,SG00FK,
802452030,2522,828,828,"1,342.55",G,CCM,,,5/23/2023,1,70022018,ZPLF,2522,1,ZP01,NG00GG,
802452031,2522,"1,704.00","1,704.00","4,000.00",G,CCM,1511414236,5/13/2023,5/23/2023,1,70022018,ZPLF,2522,1,ZP01,NG00GG,
802452035,2522,"1,704.00","1,704.00","4,000.00",G,CCM,1511414187,5/13/2023,5/23/2023,1,70022033,ZPLF,2522,1,ZP01,NG00GH,
802452126,2522,"7,896.00","7,896.00","16,000.00",G,CCM,1511414240,5/13/2023,5/23/2023,1,70028216,ZPLF,2522,2,ZP01,NG00GG,
802452127,2522,"4,664.00","4,664.00","9,928.94",G,CCM,,,5/23/2023,1,70028216,ZPLF,2522,1,ZP01,NG00GG,
802452128,2522,"11,000.00","11,000.00","21,694.94",G,CCM,,,5/23/2023,1,70022088,ZPLF,2522,1,ZP01,SG00GS,
802452129,2522,"10,172.00","10,172.00","22,000.00",G,CCM,1511416804,5/15/2023,5/23/2023,1,70374294,ZPLF,2522,1,ZP01,SG00GU,
802452130,2522,600,600,971.376,G,CCM,,,5/23/2023,1,70022089,ZPLF,2522,1,ZP01,SG00GS,
802452131,2522,"1,616.00","1,616.00","3,754.94",G,CCM,,,5/23/2023,1,70022076,ZPLF,2522,1,ZP01,NG00GI,
802452132,2522,440,440,705.502,G,CCM,,,5/23/2023,1,70043285,ZPLF,2522,1,ZP01,SG00GS,
802452133,2522,228,228,371,G,CCM,1511414170,5/13/2023,5/23/2023,1,70089700,ZPLF,2522,1,ZP01,NG00GG,
802452134,2522,763,763,"2,000.00",G,CCM,1511416838,5/15/2023,5/23/2023,1,70022072,ZPLF,2522,2,ZP01,SG00GW,
802452135,2522,"5,024.00","5,024.00","9,370.94",G,CCM,,,5/23/2023,1,70352881,ZPLF,2522,1,ZP01,SG00GS,
802452136,2522,"10,496.00","10,496.00","20,314.94",G,CCM,,,5/23/2023,1,70083627,ZPLF,2522,1,ZP01,SG00GT,
802452137,2522,"1,616.00","1,616.00","4,000.00",G,CCM,1511416787,5/15/2023,5/23/2023,1,70028170,ZPLF,2522,1,ZP01,SG00GP,
802452140,2522,"8,416.00","8,416.00","16,725.89",G,CCM,,,5/23/2023,1,70133191,ZPLF,2522,1,ZP01,NG00GG,
802452231,2522,"1,616.00","1,616.00","3,754.94",G,CCM,,,5/23/2023,1,70022035,ZPLF,2522,1,ZP01,NG00GK,
802452232,2522,"3,344.00","3,344.00","7,440.44",G,CCM,,,5/23/2023,1,70044218,ZPLF,2522,1,ZP01,NG00GD,
802452233,2522,"3,232.00","3,232.00","7,509.89",G,CCM,,,5/23/2023,1,70022037,ZPLF,2522,1,ZP01,NG00GH,
802452234,2522,"6,120.00","6,120.00","13,838.83",G,CCM,,,5/23/2023,1,70022038,ZPLF,2522,1,ZP01,SG00GP,
802452235,2522,"6,052.00","6,052.00","11,000.00",G,CCM,1511416829,5/15/2023,5/23/2023,1,70277887,ZPLF,2522,2,ZP01,SG00FL,
802452236,2522,"1,616.00","1,616.00","3,754.94",G,CCM,,,5/23/2023,1,70089530,ZPLF,2522,1,ZP01,NG00GG,
802452237,2522,"4,064.00","4,064.00","7,083.32",G,CCM,,,5/23/2023,1,70155899,ZPLF,2522,1,ZP01,SG00GW,
802456699,2522,"148,596.86","148,596.86","590,770.11",G,CCM,,,5/18/2023,1,70022298,ZPLF,2522,1,ZP01,SG00GN,
802456833,2522,"4,500.00","4,500.00","17,000.00",G,CCM,1511416782,5/15/2023,5/23/2023,1,70022018,ZPLF,2522,1,ZP01,NG00GG,
802456834,2522,"1,836.00","1,836.00","2,000.00",G,CCM,1511414180,5/13/2023,5/23/2023,1,70022018,ZPLF,2522,1,ZP01,NG00GG,
802456835,2522,"6,760.00","6,760.00","13,000.00",G,CCM,1511416784,5/15/2023,5/23/2023,1,70022018,ZPLF,2522,1,ZP01,NG00GG,
802456866,2522,"83,818.00","83,818.00","369,000.00",G,CCM,1511417215,5/15/2023,5/23/2023,1,70022038,ZPLF,2522,3,ZP01,SG00GP,
802456869,2522,892,892,"2,000.00",G,CCM,1511414258,5/13/2023,5/23/2023,1,70022095,ZPLF,2522,2,ZP01,SG00GS,
802456870,2522,"5,328.00","5,328.00","6,465.02",G,CCM,,,5/23/2023,1,70022095,ZPLF,2522,1,ZP01,SG00GS,
802456871,2522,"6,912.00","6,912.00","10,661.18",G,CCM,,,5/23/2023,1,70022095,ZPLF,2522,1,ZP01,SG00GS,
802456872,2522,"142,570.00","142,570.00","617,000.00",G,CCM,1511417330,5/15/2023,5/23/2023,1,70022040,ZPLF,2522,3,ZP01,SG00FE,
802456873,2522,52,52,294,G,CCM,1511414169,5/13/2023,5/23/2023,1,70022040,ZPLF,2522,1,ZP01,SG00FE,
802456942,2522,"130,926.00","130,926.00","569,000.00",G,CCM,1511417337,5/15/2023,5/23/2023,1,70084113,ZPLF,2522,3,ZP01,SG00FE,
802456943,2522,"116,442.00","116,442.00","500,000.00",G,CCM,1511417318,5/15/2023,5/23/2023,1,70244504,ZPLF,2522,3,ZP01,SG00FE,
802456945,2522,"138,304.00","138,304.00","603,000.00",G,CCM,1511417315,5/15/2023,5/23/2023,1,70409000,ZPLF,2522,3,ZP01,SG00FL,
802456946,2522,"142,020.00","142,020.00","613,000.00",G,CCM,1511417343,5/15/2023,5/23/2023,1,70133698,ZPLF,2522,3,ZP01,SG00FG,
802456947,2522,"2,964.00","2,964.00","4,000.00",G,CCM,1511415981,5/15/2023,5/23/2023,1,70133698,ZPLF,2522,1,ZP01,SG00FG,
802456948,2522,26,26,0,G,CCM,1511414185,5/13/2023,5/23/2023,1,70133698,ZPLF,2522,1,ZP01,SG00FG,
802456950,2522,"140,100.00","140,100.00","615,000.00",G,CCM,1511417289,5/15/2023,5/23/2023,1,70277887,ZPLF,2522,3,ZP01,SG00FL,
802456951,2522,"3,600.00","3,600.00","11,000.00",G,CCM,1511416781,5/15/2023,5/23/2023,1,70277887,ZPLF,2522,1,ZP01,SG00FL,
802456952,2522,"6,264.00","6,264.00","11,000.00",G,CCM,1511416790,5/15/2023,5/23/2023,1,70022073,ZPLF,2522,1,ZP01,SG00GS,
802456953,2522,"5,112.00","5,112.00","6,000.00",G,CCM,1511415982,5/15/2023,5/23/2023,1,70022073,ZPLF,2522,1,ZP01,SG00GS,
802456954,2522,"2,192.00","2,192.00","3,627.94",G,CCM,,,5/23/2023,1,70022073,ZPLF,2522,1,ZP01,SG00GS,
802457001,2522,"10,836.00","10,836.00","14,000.00",G,CCM,1511416082,5/15/2023,5/23/2023,1,70028170,ZPLF,2522,3,ZP01,SG00GP,
802457002,2522,"8,100.00","8,100.00","28,000.00",G,CCM,1511416822,5/15/2023,5/23/2023,1,70028170,ZPLF,2522,1,ZP01,SG00GP,
802457003,2522,"7,872.00","7,872.00","10,000.00",G,CCM,1511416044,5/15/2023,5/23/2023,1,70028216,ZPLF,2522,2,ZP01,NG00GG,
802457005,2522,"11,732.00","11,732.00","41,000.00",G,CCM,1511416800,5/15/2023,5/23/2023,1,70022064,ZPLF,2522,1,ZP01,SG00FL,
802457006,2522,"1,784.00","1,784.00","3,000.00",G,CCM,1511414255,5/13/2023,5/23/2023,1,70022064,ZPLF,2522,2,ZP01,SG00FL,
802457007,2522,"13,488.00","13,488.00","26,000.00",G,CCM,1511416824,5/15/2023,5/23/2023,1,70022088,ZPLF,2522,1,ZP01,SG00GS,
802457008,2522,892,892,"2,000.00",G,CCM,1511414233,5/13/2023,5/23/2023,1,70022088,ZPLF,2522,2,ZP01,SG00GS,
802457009,2522,"10,824.00","10,824.00","14,000.00",G,CCM,1511416000,5/15/2023,5/23/2023,1,70022088,ZPLF,2522,1,ZP01,SG00GS,
802457010,2522,"3,540.00","3,540.00","7,112.45",G,CCM,,,5/23/2023,1,70089700,ZPLF,2522,1,ZP01,NG00GG,
802457011,2522,26,26,0,G,CCM,1511414189,5/13/2023,5/23/2023,1,70089700,ZPLF,2522,1,ZP01,NG00GG,
802457012,2522,"14,832.00","14,832.00","18,000.00",G,CCM,1511415975,5/15/2023,5/23/2023,1,70089700,ZPLF,2522,1,ZP01,NG00GG,
802457013,2522,"2,192.00","2,192.00","4,000.00",G,CCM,1511414181,5/13/2023,5/23/2023,1,70089700,ZPLF,2522,1,ZP01,NG00GG,
802457014,2522,"1,728.00","1,728.00","4,000.00",G,CCM,1511416780,5/15/2023,5/23/2023,1,70089700,ZPLF,2522,1,ZP01,NG00GG,
802457015,2522,"13,024.00","13,024.00","24,000.00",G,CCM,1511416832,5/15/2023,5/23/2023,1,70022089,ZPLF,2522,1,ZP01,SG00GS,
802457031,2522,"20,328.00","20,328.00","26,000.00",G,CCM,1511414226,5/13/2023,5/23/2023,1,70022089,ZPLF,2522,1,ZP01,SG00GS,
802457032,2522,"11,296.00","11,296.00","17,917.06",G,CCM,,,5/23/2023,1,70022089,ZPLF,2522,1,ZP01,SG00GS,
802457035,2522,"7,872.00","7,872.00","10,000.00",G,CCM,1511416013,5/15/2023,5/23/2023,1,70022020,ZPLF,2522,2,ZP01,NG00GK,
802457036,2522,"11,544.00","11,544.00","15,000.00",G,CCM,1511415999,5/15/2023,5/23/2023,1,70022027,ZPLF,2522,2,ZP01,NG00GE,
802457037,2522,"3,540.00","3,540.00","7,112.45",G,CCM,,,5/23/2023,1,70022103,ZPLF,2522,1,ZP01,SG00GO,
802457038,2522,866,866,"1,000.00",G,CCM,1511414250,5/13/2023,5/23/2023,1,70022103,ZPLF,2522,1,ZP01,SG00GO,
802457039,2522,"15,360.00","15,360.00","19,000.00",G,CCM,1511416043,5/15/2023,5/23/2023,1,70022103,ZPLF,2522,1,ZP01,SG00GO,
802457040,2522,"7,792.00","7,792.00","13,000.00",G,CCM,1511416799,5/15/2023,5/23/2023,1,70022103,ZPLF,2522,1,ZP01,SG00GO,
802457041,2522,"3,540.00","3,540.00","7,112.45",G,CCM,,,5/23/2023,1,70034345,ZPLF,2522,1,ZP01,SG00FL,
802457042,2522,26,26,0,G,CCM,1511414214,5/13/2023,5/23/2023,1,70034345,ZPLF,2522,1,ZP01,SG00FL,
802457043,2522,"5,856.00","5,856.00","10,102.60",G,CCM,,,5/23/2023,1,70034345,ZPLF,2522,1,ZP01,SG00FL,
802457044,2522,"3,540.00","3,540.00","7,112.45",G,CCM,,,5/23/2023,1,70042506,ZPLF,2522,1,ZP01,SG00FE,
802457045,2522,"2,964.00","2,964.00","4,000.00",G,CCM,1511415979,5/15/2023,5/23/2023,1,70042506,ZPLF,2522,1,ZP01,SG00FE,
802457061,2522,668,668,"2,000.00",G,CCM,1511416828,5/15/2023,5/23/2023,1,70042506,ZPLF,2522,2,ZP01,SG00FE,
802457062,2522,840,840,"1,000.00",G,CCM,1511414175,5/13/2023,5/23/2023,1,70042506,ZPLF,2522,1,ZP01,SG00FE,
802457063,2522,"10,080.00","10,080.00","12,000.00",G,CCM,1511416014,5/15/2023,5/23/2023,1,70042506,ZPLF,2522,1,ZP01,SG00FE,
802457064,2522,"5,928.00","5,928.00","8,000.00",G,CCM,1511414188,5/13/2023,5/23/2023,1,70043214,ZPLF,2522,1,ZP01,NG00GE,
802457065,2522,"10,836.00","10,836.00","14,000.00",G,CCM,1511416098,5/15/2023,5/23/2023,1,70044218,ZPLF,2522,3,ZP01,NG00GD,
802457068,2522,"6,036.00","6,036.00","8,000.00",G,CCM,1511415987,5/15/2023,5/23/2023,1,70028821,ZPLF,2522,1,ZP01,SG00FH,
802457071,2522,"7,872.00","7,872.00","10,000.00",G,CCM,1511416046,5/15/2023,5/23/2023,1,70022050,ZPLF,2522,2,ZP01,SG00FH,
802457072,2522,840,840,"1,000.00",G,CCM,1511414201,5/13/2023,5/23/2023,1,70022050,ZPLF,2522,1,ZP01,SG00FH,
802457073,2522,"19,944.00","19,944.00","26,000.00",G,CCM,1511416095,5/15/2023,5/23/2023,1,70022072,ZPLF,2522,2,ZP01,SG00GW,
802457074,2522,"10,248.00","10,248.00","14,000.00",G,CCM,1511416045,5/15/2023,5/23/2023,1,70022072,ZPLF,2522,1,ZP01,SG00GW,
802457075,2522,"2,192.00","2,192.00","3,627.94",G,CCM,,,5/23/2023,1,70022072,ZPLF,2522,1,ZP01,SG00GW,
802457106,2522,"7,896.00","7,896.00","16,000.00",G,CCM,1511414248,5/13/2023,5/23/2023,1,70022072,ZPLF,2522,2,ZP01,SG00GW,
802457107,2522,26,26,0,G,CCM,1511414205,5/13/2023,5/23/2023,1,70022072,ZPLF,2522,1,ZP01,SG00GW,
802457108,2522,"7,872.00","7,872.00","10,000.00",G,CCM,1511416091,5/15/2023,5/23/2023,1,70083627,ZPLF,2522,2,ZP01,SG00GT,
802457109,2522,"9,708.00","9,708.00","12,000.00",G,CCM,1511416074,5/15/2023,5/23/2023,1,70089530,ZPLF,2522,2,ZP01,NG00GG,
802457110,2522,"10,836.00","10,836.00","14,000.00",G,CCM,1511416103,5/15/2023,5/23/2023,1,70022033,ZPLF,2522,3,ZP01,NG00GH,
802457111,2522,"6,792.00","6,792.00","10,301.54",G,CCM,,,5/23/2023,1,70022045,ZPLF,2522,1,ZP01,NG00GG,
802457112,2522,"7,872.00","7,872.00","10,000.00",G,CCM,1511416087,5/15/2023,5/23/2023,1,70022046,ZPLF,2522,2,ZP01,SG00GV,
802457113,2522,"1,836.00","1,836.00","2,000.00",G,CCM,1511414202,5/13/2023,5/23/2023,1,70156695,ZPLF,2522,1,ZP01,NG00GG,
802457115,2522,"6,036.00","6,036.00","8,000.00",G,CCM,1511415974,5/15/2023,5/23/2023,1,70425550,ZPLF,2522,1,ZP01,SG00GN,
802457116,2522,"2,964.00","2,964.00","4,000.00",G,CCM,1511414179,5/13/2023,5/23/2023,1,70022079,ZPLF,2522,1,ZP01,NG00GI,
802457117,2522,"7,872.00","7,872.00","10,000.00",G,CCM,1511416065,5/15/2023,5/23/2023,1,70029281,ZPLF,2522,2,ZP01,NG00GK,
802457119,2522,"9,456.00","9,456.00","17,000.00",G,CCM,1511416803,5/15/2023,5/23/2023,1,70130334,ZPLF,2522,1,ZP01,SG00GR,
802457120,2522,52,52,0,G,CCM,1511414249,5/13/2023,5/22/2023,1,70130334,ZPLF,2522,1,ZP01,SG00GR,
802457151,2522,"10,248.00","10,248.00","14,000.00",G,CCM,1511416002,5/15/2023,5/23/2023,1,70130334,ZPLF,2522,1,ZP01,SG00GR,
802457152,2522,"7,328.00","7,328.00","12,949.33",G,CCM,,,5/23/2023,1,70130334,ZPLF,2522,1,ZP01,SG00GR,
802457153,2522,"6,192.00","6,192.00","11,793.01",G,CCM,,,5/23/2023,1,70130334,ZPLF,2522,1,ZP01,SG00GR,
802457154,2522,"10,836.00","10,836.00","14,000.00",G,CCM,1511416006,5/15/2023,5/23/2023,1,70133191,ZPLF,2522,3,ZP01,NG00GG,
802457155,2522,"1,836.00","1,836.00","2,000.00",G,CCM,1511414176,5/13/2023,5/23/2023,1,70155899,ZPLF,2522,1,ZP01,SG00GW,
802457156,2522,"13,800.00","13,800.00","18,000.00",G,CCM,1511416096,5/15/2023,5/23/2023,1,70156300,ZPLF,2522,3,ZP01,NG00GG,
802457157,2522,"3,192.00","3,192.00","6,000.00",G,CCM,1511416792,5/15/2023,5/23/2023,1,70352881,ZPLF,2522,1,ZP01,SG00GS,
802457158,2522,26,26,0,G,CCM,1511414184,5/13/2023,5/23/2023,1,70352881,ZPLF,2522,1,ZP01,SG00GS,
802457159,2522,"10,296.00","10,296.00","13,000.00",G,CCM,1511415989,5/15/2023,5/23/2023,1,70352881,ZPLF,2522,1,ZP01,SG00GS,
802457160,2522,"8,048.00","8,048.00","14,000.00",G,CCM,1511416808,5/15/2023,5/22/2023,1,70352881,ZPLF,2522,1,ZP01,SG00GS,
802457162,2522,"6,036.00","6,036.00","8,000.00",G,CCM,1511415997,5/15/2023,5/23/2023,1,70244502,ZPLF,2522,1,ZP01,SG00GS,
802457163,2522,"7,872.00","7,872.00","10,000.00",G,CCM,1511415985,5/15/2023,5/23/2023,1,70434104,ZPLF,2522,2,ZP01,SG00GL,
802457164,2522,"6,036.00","6,036.00","8,000.00",G,CCM,1511416010,5/15/2023,5/23/2023,1,70434109,ZPLF,2522,1,ZP01,SG00GN,
802457165,2522,"7,872.00","7,872.00","10,000.00",G,CCM,1511416041,5/15/2023,5/23/2023,1,70476443,ZPLF,2522,2,ZP01,NG00GG,
802457166,2522,"6,036.00","6,036.00","8,000.00",G,CCM,1511416001,5/15/2023,5/23/2023,1,70482685,ZPLF,2522,1,ZP01,SG00GU,
802457167,2522,"7,872.00","7,872.00","10,000.00",G,CCM,1511416081,5/15/2023,5/23/2023,1,70022052,ZPLF,2522,2,ZP01,SG00GV,
802457168,2522,"17,580.00","17,580.00","23,000.00",G,CCM,1511416015,5/15/2023,5/23/2023,1,70022053,ZPLF,2522,2,ZP01,SG00GO,
802457169,2522,"7,872.00","7,872.00","10,000.00",G,CCM,1511416069,5/15/2023,5/23/2023,1,70282807,ZPLF,2522,2,ZP01,NG00GH,
802457170,2522,"6,036.00","6,036.00","8,000.00",G,CCM,1511415977,5/15/2023,5/23/2023,1,70538598,ZPLF,2522,1,ZP01,NG00GD,
802457171,2522,"1,836.00","1,836.00","2,000.00",G,CCM,1511414220,5/13/2023,5/23/2023,1,70541283,ZPLF,2522,1,ZP01,SG00GM,
802457172,2522,"9,000.00","9,000.00","12,000.00",G,CCM,1511416064,5/15/2023,5/23/2023,1,70028699,ZPLF,2522,2,ZP01,NG00GI,
802457173,2522,26,26,0,G,CCM,1511414203,5/13/2023,5/23/2023,1,70042234,ZPLF,2522,1,ZP01,SG00FL,
802457174,2522,"6,036.00","6,036.00","8,000.00",G,CCM,1511415984,5/15/2023,5/23/2023,1,70042234,ZPLF,2522,1,ZP01,SG00FL,
802457175,2522,"1,758.00","1,758.00","3,000.00",G,CCM,1511414228,5/13/2023,5/23/2023,1,70022037,ZPLF,2522,2,ZP01,NG00GH,
802457178,2522,52,52,294,G,CCM,1511414190,5/13/2023,5/23/2023,1,70022043,ZPLF,2522,1,ZP01,SG00GO,
802457220,2522,866,866,"1,000.00",G,CCM,1511414252,5/13/2023,5/23/2023,1,70022101,ZPLF,2522,1,ZP01,SG00GV,
802457221,2522,"15,936.00","15,936.00","20,000.00",G,CCM,1511414217,5/13/2023,5/23/2023,1,70022101,ZPLF,2522,1,ZP01,SG00GV,
802457222,2522,"11,456.00","11,456.00","19,713.58",G,CCM,,,5/23/2023,1,70022101,ZPLF,2522,1,ZP01,SG00GV,
802457223,2522,26,26,0,G,CCM,1511414174,5/13/2023,5/23/2023,1,70022090,ZPLF,2522,1,ZP01,SG00GL,
802457224,2522,"25,824.00","25,824.00","34,000.00",G,CCM,1511414196,5/13/2023,5/23/2023,1,70022090,ZPLF,2522,1,ZP01,SG00GL,
802457301,2522,840,840,"1,000.00",G,CCM,1511414215,5/13/2023,5/23/2023,1,70022076,ZPLF,2522,1,ZP01,NG00GI,
802457302,2522,"15,048.00","15,048.00","19,000.00",G,CCM,1511416011,5/15/2023,5/23/2023,1,70022076,ZPLF,2522,1,ZP01,NG00GI,
802457303,2522,"9,504.00","9,504.00","12,000.00",G,CCM,1511414182,5/13/2023,5/23/2023,1,70022102,ZPLF,2522,1,ZP01,NG00GJ,
802457304,2522,892,892,"2,000.00",G,CCM,1511414260,5/13/2023,5/23/2023,1,70022083,ZPLF,2522,2,ZP01,SG00GW,
802457305,2522,"2,192.00","2,192.00","4,000.00",G,CCM,1511416818,5/15/2023,5/23/2023,1,70022083,ZPLF,2522,1,ZP01,SG00GW,
802457306,2522,"5,280.00","5,280.00","7,000.00",G,CCM,1511415988,5/15/2023,5/23/2023,1,70374294,ZPLF,2522,1,ZP01,SG00GU,
802457307,2522,"3,664.00","3,664.00","6,474.66",G,CCM,,,5/23/2023,1,70374294,ZPLF,2522,1,ZP01,SG00GU,
802457308,2522,866,866,"1,000.00",G,CCM,1511414231,5/13/2023,5/23/2023,1,70402213,ZPLF,2522,1,ZP01,SG00GW,
802457309,2522,"5,328.00","5,328.00","6,465.02",G,CCM,,,5/23/2023,1,70402213,ZPLF,2522,1,ZP01,SG00GW,
802457310,2522,918,918,"2,000.00",G,CCM,1511414261,5/13/2023,5/23/2023,1,70083918,ZPLF,2522,2,ZP01,SG00GR,
802457311,2522,"2,192.00","2,192.00","4,000.00",G,CCM,1511416817,5/15/2023,5/23/2023,1,70083918,ZPLF,2522,1,ZP01,SG00GR,
802457312,2522,"16,632.00","16,632.00","23,000.00",G,CCM,1511416004,5/15/2023,5/23/2023,1,70083918,ZPLF,2522,1,ZP01,SG00GR,
802457314,2522,866,866,"1,000.00",G,CCM,1511414223,5/13/2023,5/23/2023,1,70337458,ZPLF,2522,2,ZP01,SG00FE,
802457315,2522,"2,192.00","2,192.00","4,000.00",G,CCM,1511416791,5/15/2023,5/23/2023,1,70337458,ZPLF,2522,1,ZP01,SG00FE,
802457331,2522,"13,000.00","13,000.00","21,659.26",G,CCM,,,5/23/2023,1,70337458,ZPLF,2522,1,ZP01,SG00FE,
802457332,2522,866,866,"1,000.00",G,CCM,1511414247,5/13/2023,5/23/2023,1,70022091,ZPLF,2522,2,ZP01,NG00GI,
802457333,2522,"5,280.00","5,280.00","7,000.00",G,CCM,1511415983,5/15/2023,5/23/2023,1,70022091,ZPLF,2522,1,ZP01,NG00GI,
802457334,2522,"6,912.00","6,912.00","11,000.00",G,CCM,1511414178,5/13/2023,5/23/2023,1,70022091,ZPLF,2522,1,ZP01,NG00GI,
802457335,2522,892,892,"2,000.00",G,CCM,1511414253,5/13/2023,5/23/2023,1,70022094,ZPLF,2522,2,ZP01,SG00GS,
802457336,2522,"5,328.00","5,328.00","6,465.02",G,CCM,,,5/23/2023,1,70022094,ZPLF,2522,1,ZP01,SG00GS,
802457337,2522,918,918,"2,000.00",G,CCM,1511414259,5/13/2023,5/23/2023,1,70022100,ZPLF,2522,2,ZP01,NG00GI,
802457338,2522,"5,328.00","5,328.00","6,000.00",G,CCM,1511414186,5/13/2023,5/23/2023,1,70022100,ZPLF,2522,1,ZP01,NG00GI,
802457339,2522,892,892,"2,000.00",G,CCM,1511414256,5/13/2023,5/23/2023,1,70043285,ZPLF,2522,2,ZP01,SG00GS,
802457340,2522,"5,856.00","5,856.00","7,665.02",G,CCM,,,5/23/2023,1,70043285,ZPLF,2522,1,ZP01,SG00GS,
802457341,2522,52,52,313,G,CCM,1511414191,5/13/2023,5/22/2023,1,70131370,ZPLF,2522,1,ZP01,SG00GP,
802457342,2522,26,26,0,G,CCM,1511414171,5/13/2023,5/23/2023,1,70243242,ZPLF,2522,1,ZP01,SG00GM,
802457343,2522,866,866,"1,000.00",G,CCM,1511414237,5/13/2023,5/23/2023,1,70022105,ZPLF,2522,2,ZP01,SG00GS,
802457344,2522,"1,704.00","1,704.00","4,000.00",G,CCM,1511414230,5/13/2023,5/23/2023,1,70033237,ZPLF,2522,1,ZP01,SG00GM,
802457345,2522,918,918,"2,000.00",G,CCM,1511414257,5/13/2023,5/23/2023,1,70086617,ZPLF,2522,2,ZP01,SG00GO,
802457361,2522,52,52,0,G,CCM,1511414232,5/13/2023,5/23/2023,1,70042181,ZPLF,2522,1,ZP01,SG00GS,
802457362,2522,"5,280.00","5,280.00","7,000.00",G,CCM,1511416012,5/15/2023,5/23/2023,1,70289541,ZPLF,2522,1,ZP01,SG00GM,
802457363,2522,"2,192.00","2,192.00","4,000.00",G,CCM,1511416789,5/15/2023,5/23/2023,1,70289541,ZPLF,2522,1,ZP01,SG00GM,
802457364,2522,"1,728.00","1,728.00","4,000.00",G,CCM,1511416788,5/15/2023,5/23/2023,1,70289541,ZPLF,2522,1,ZP01,SG00GM,
802457365,2522,52,52,324,G,CCM,1511414244,5/13/2023,5/23/2023,1,70089704,ZPLF,2522,2,ZP01,SG00FL,
802457366,2522,"4,384.00","4,384.00","7,000.00",G,CCM,1511416802,5/15/2023,5/23/2023,1,70089704,ZPLF,2522,1,ZP01,SG00FL,
