Delivery,TransPlnngPt,Total Weight,Net Weight,Total Volume,Weight UOM,Volume UOM,Invoice,Invoice Creation Date,Planned Delivery Date,Shipping Type,Ship to,Delivery Type,Shipping Point,Number of HUs,Transportation Group,Delivery Route,
802457367,2522,892,892,"2,000.00",G,CCM,1511414246,5/13/2023,5/23/2023,1,70566041,ZPLF,2522,2,ZP01,SG00GS,
802457368,2522,"5,280.00","5,280.00","7,000.00",G,CCM,1511414208,5/13/2023,5/23/2023,1,70584496,ZPLF,2522,1,ZP01,NG00GI,
802457371,2522,"125,856.00","125,856.00","282,430.80",G,CCM,,,5/22/2023,1,70022351,ZPLF,2522,1,ZP01,NG00GI,
802457454,2522,"3,022.00","3,022.00","11,187.12",G,CCM,,,5/22/2023,1,70434135,ZPLF,2522,1,ZP01,SG00FL,
802457455,2522,"53,668.00","53,668.00","209,435.81",G,CCM,,,5/22/2023,1,70022295,ZPLF,2522,1,ZP01,SG00GP,
802457456,2522,"176,776.00","176,776.00","696,082.56",G,CCM,,,5/22/2023,1,70022293,ZPLF,2522,1,ZP01,SG00GW,
802461435,2522,"6,912.00","6,912.00","11,000.00",G,CCM,1511417303,5/15/2023,5/23/2023,1,70135137,ZPLF,2522,1,ZP01,SG00GP,
802461436,2522,"3,872.00","3,872.00","6,272.64",G,CCM,,,5/23/2023,1,70135137,ZPLF,2522,1,ZP01,SG00GP,
802461437,2522,"4,968.00","4,968.00","6,000.00",G,CCM,1511415980,5/15/2023,5/23/2023,1,70135137,ZPLF,2522,1,ZP01,SG00GP,
802461440,2522,"2,192.00","2,192.00","4,000.00",G,CCM,1511414168,5/13/2023,5/23/2023,1,70135136,ZPLF,2522,1,ZP01,SG00GO,
802461456,2522,"1,936.00","1,936.00","3,136.32",G,CCM,,,5/23/2023,1,70135136,ZPLF,2522,1,ZP01,SG00GO,
802461457,2522,"4,968.00","4,968.00","6,000.00",G,CCM,1511415998,5/15/2023,5/23/2023,1,70135136,ZPLF,2522,1,ZP01,SG00GO,
802461458,2522,"4,272.00","4,272.00","6,000.00",G,CCM,1511417228,5/15/2023,5/23/2023,1,70135136,ZPLF,2522,1,ZP01,SG00GO,
802462388,2522,"12,632.00","12,632.00","44,983.50",G,CCM,,,5/18/2023,1,70493562,ZPLF,2522,1,ZP01,NG00GK,
802462389,2522,"5,514.00","5,514.00","30,749.40",G,CCM,,,5/18/2023,1,70532300,ZPLF,2522,1,ZP01,NG00GI,
802462390,2522,594,594,"3,587.19",G,CCM,,,5/18/2023,1,70522020,ZPLF,2522,1,ZP01,SG00FE,
802462391,2522,"3,600.00","3,600.00","11,383.68",G,CCM,,,5/18/2023,1,70017068,ZPLF,2522,1,ZP01,NG00GK,
802462392,2522,"1,880.00","1,880.00","7,000.00",G,CCM,1511415976,5/15/2023,5/18/2023,1,70017168,ZPLF,2522,1,ZP01,SG00GS,
802462393,2522,"16,264.00","16,264.00","61,169.89",G,CCM,,,5/18/2023,1,70017292,ZPLF,2522,1,ZP01,SG00FE,
802462394,2522,"1,198.00","1,198.00","7,261.31",G,CCM,,,5/18/2023,1,70017339,ZPLF,2522,1,ZP01,SG00GN,
802462395,2522,"6,420.00","6,420.00","21,626.00",G,CCM,,,5/18/2023,1,70080274,ZPLF,2522,1,ZP01,SG00FL,
802462396,2522,"3,252.00","3,252.00","17,493.86",G,CCM,,,5/18/2023,1,70248164,ZPLF,2522,1,ZP01,SG00GT,
802466472,2522,300,300,467.705,G,CCM,,,5/16/2023,1,106145,RL,2522,1,ZP01,SG00GW,
802476519,2522,350,350,"2,056.80",G,CCM,,,5/18/2023,1,70017248,ZPLF,2522,1,ZP01,SG00GO,
802476520,2522,"31,364.00","31,364.00","109,309.74",G,CCM,,,5/18/2023,1,70017039,ZPLF,2522,1,ZP01,SG00GL,
802476521,2522,588,588,"3,294.00",G,CCM,,,5/18/2023,1,70017030,ZPLF,2522,1,ZP01,SG00GN,
