Customer,KGM,CBM,CusLat,CusLong,Beginning1,Ending1,DwellTime,AllowedTrucks,Depot,DepotLat,DepotLong,DOW,Beginning2,Ending2,HUs
70012430,263.59999999999997,2.049,10.31486357,123.8920974,8:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Friday,,,1
70089614,1.6,0.008,10.30702102,123.8995392,8:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Friday,,,1
70090248,432.0,5.0,10.32123824,123.9298888,8:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Friday,,,1
70436633,1672.233,3.277,10.29250211,123.902625,8:00,17:00,0.65,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Friday,,,4
70438306,741.03,4.011,10.31660753,123.9009904,8:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Friday,,,1
70462646,196.536,1.396,10.30995885,123.8980888,8:00,17:00,0.55,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Friday,,,3
70522201,159.0,1.0,10.3062942,123.8944522,8:00,17:00,0.35,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Friday,,,1
