Customer,KGM,CBM,CusLat,CusLong,Beginning1,Ending1,DwellTime,AllowedTrucks,Depot,DepotLat,DepotLong,DOW,Beginning2,Ending2,HUs
70012106,478.615,1.557,10.29479038,123.8991753,8:00,17:00,0.55,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Monday,,,3
70012117,891.0,6.0,10.29553675,123.896379,8:00,17:00,0.45,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Monday,,,2
70082236,31.200000000000003,0.07100000000000001,11.0553226,124.0140628,8:00,17:00,0.45,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Monday,,,2
70089459,437.058,3.023,10.29431136,123.8994393,8:00,17:00,0.55,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Monday,,,3
70436633,4.718,0.038,10.29250211,123.902625,8:00,17:00,0.45,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Monday,,,2
70462646,31.933,0.227,10.30995885,123.8980888,8:00,17:00,0.45,"{AUV, 4w, 6w, 10w, 40ft}",2513,10.31595846,123.9334502,Monday,,,2
