,Depot,70017458,70017459,70017496,70017505,70017526,70017539,70017600,70018354,70018486,70019315,70019322,70019375,70019381,70019384,70019391,70019392,70019410,70019425,70019426,70019459,70019475,70019476,70019480,70019482,70019513,70019527,70019549,70019554,70019564,70020103,70029285,70030492,70030499,70030842,70031292,70031293,70034004,70042197,70043250,70043420,70081032,70082414,70083842,70084418,70084927,70084983,70130674,70130675,70132664,70132665,70133553,70138438,70155196,70155987,70238985,70244565,70246377,70248476,70286419,70288587,70337217,70337705,70343296,70347238,70351598,70361410,70362005,70373907,70374983,70375866,70382544,70382797,70390788,70390791,70390799,70395155,70396492,70398370,70398392,70400253,70401488,70408061,70408272,70408277,70408280,70412170,70428043,70433908,70435202,70450886,70464520,70465560,70484079,70490240,70494785,70494786,70494791,70521396,70521405,70525152,70535019,70544149,70548634,70556250,70584255
Depot,0.0,93.7722,91.8222,95.64739999999999,92.6692,101.6214,106.04,119.66260000000001,92.45519999999999,114.07,96.5602,120.0838,120.22800000000001,123.95,100.4794,99.556,94.39439999999999,119.7898,109.49980000000001,111.1524,66.7308,107.2138,121.1704,113.186,123.584,106.0658,18.014,110.3996,125.6212,94.20960000000001,96.4132,67.4418,118.9486,150.856,90.884,86.3882,102.856,99.6112,112.87819999999999,70.67760000000001,98.16,83.2238,86.4248,91.9046,109.638,106.4418,111.10260000000001,117.4648,98.35,65.593,126.65,94.002,118.02860000000001,75.82119999999999,99.154,103.7206,100.171,109.784,160.9494,120.23320000000001,120.1808,126.23339999999999,118.8002,97.1768,112.9578,90.97139999999999,106.896,127.97680000000001,98.8456,122.2132,124.18360000000001,111.742,93.201,108.0918,118.0774,100.75460000000001,95.1636,121.3262,102.3156,108.2388,95.2198,92.57,93.637,126.97319999999999,124.5632,97.3268,120.70560000000002,83.1922,93.46039999999999,91.1756,150.5634,95.87519999999999,70.83319999999999,124.56400000000001,97.3168,110.1412,106.71719999999999,101.2054,141.0604,76.3486,117.6468,100.04860000000001,61.612199999999994,117.293,99.4344,92.9754
70017458,93.206,0.0,1.7835999999999999,7.8608,1.631,14.155,18.5738,32.1962,12.6216,26.6036,9.0938,32.6174,32.7618,36.483599999999996,13.013200000000001,8.8164,9.741200000000001,32.3236,33.67,45.0264,48.853,38.41,33.704,60.676199999999994,36.1178,13.439200000000001,90.2942,27.2272,38.155,10.023,16.383200000000002,46.1826,45.1746,63.389599999999994,10.567,16.7778,15.3898,20.6706,30.811799999999995,44.2422,5.1878,18.9496,12.0722,3.9458,33.8082,18.9754,44.9766,29.9986,10.8836,48.3776,60.523999999999994,15.3244,34.364599999999996,20.4252,11.6878,16.2542,18.697,33.3416,87.1754,46.459199999999996,46.407,38.767,45.0264,4.2046,30.891399999999997,4.8564,19.4298,40.5106,7.134,34.7468,36.717400000000005,59.2322,14.523399999999999,24.959400000000002,34.413199999999996,13.2884,10.962399999999999,33.8598,14.8494,20.7724,10.0752,2.9978000000000002,12.189200000000001,39.507,58.4372,5.6152,33.2394,18.918,8.8072,4.5634,63.097,4.163600000000001,55.0584,37.0976,5.605,26.968799999999998,23.584799999999998,13.739,53.594199999999994,22.4086,43.873,12.5822,54.072199999999995,43.519,11.968200000000001,5.1888000000000005
70017459,91.9674,1.7552,0.0,6.0456,1.0504,15.4892,19.908,33.5304,9.212399999999999,27.9378,10.428,33.9516,34.096,37.817800000000005,14.3472,9.6608,11.3474,33.6578,35.0042,46.3604,45.4438,39.7442,35.038199999999996,57.267,37.451800000000006,11.6036,89.05560000000001,28.5612,39.489,11.3572,17.7174,42.7734,46.5088,64.7238,15.235600000000002,21.054,16.7238,22.0046,32.146,40.833,6.0322,17.110400000000002,10.2332,5.552,35.1424,20.3096,46.3108,31.332599999999996,12.217799999999999,44.9684,61.8582,16.6586,35.6986,19.1866,13.021799999999999,17.5884,20.031200000000002,34.6758,88.5096,47.7934,47.7412,40.1012,46.3606,5.049,32.2256,3.0172,20.764,41.8446,5.611800000000001,36.081,38.0514,55.823,15.857400000000002,26.293599999999998,35.7474,14.622399999999999,12.2966,35.194,16.1834,22.1066,11.4094,4.604,13.523399999999999,40.841,59.7712,3.746,34.5734,17.079,11.5492,3.8753999999999995,64.4312,2.5564,51.6492,38.4318,3.736,28.302799999999998,24.919,15.0732,54.9282,21.17,45.207,13.9164,50.663,44.853199999999994,13.302200000000001,3.3735999999999997
70017496,95.36139999999999,6.2178,6.205,0.0,6.576,19.183799999999998,23.6026,37.225,9.6816,27.8774,14.1226,37.6462,37.7906,41.5124,18.042,13.3554,17.9418,37.3524,38.698800000000006,50.055,41.3812,43.4388,38.732800000000005,53.2044,41.1464,14.7094,92.4496,32.2558,43.1836,15.0518,21.412,38.710800000000006,50.2034,66.41560000000001,18.930400000000002,24.7488,20.418400000000002,25.6994,35.8406,36.7704,9.726799999999999,21.4436,13.9828,9.8666,38.837,24.0042,50.0054,35.0272,15.912399999999998,40.905800000000006,65.5528,20.3532,39.3932,22.580599999999997,16.7166,21.283,23.7258,38.370400000000004,92.2042,51.488,51.4358,43.7958,50.0552,8.7436,35.920199999999994,10.9092,24.458599999999997,45.539199999999994,10.4124,39.7756,41.746199999999995,51.760400000000004,19.5522,29.9882,39.442,18.3172,15.991200000000003,38.8886,19.8782,25.8012,15.104,8.9186,17.218,44.535599999999995,63.46600000000001,8.893600000000001,38.268,21.412,15.244,10.484200000000001,66.123,7.442,47.5866,42.126400000000004,8.8836,31.9976,28.613599999999998,18.767799999999998,56.62,24.564,48.9018,17.611,46.6004,48.5478,16.9968,4.8928
70017505,91.52260000000001,1.9209999999999998,0.37860000000000005,6.4558,0.0,15.654999999999998,20.0738,33.6962,9.646600000000001,28.1036,10.5938,34.1174,34.2618,37.983599999999996,14.513,9.826600000000001,10.6944,33.8236,35.17,46.526199999999996,45.8778,39.91,35.204,57.7012,37.617599999999996,11.7696,88.6108,28.727,39.6548,11.523,17.883200000000002,43.2076,46.6746,64.8896,15.4016,21.2198,16.889599999999998,22.1704,32.3118,41.267199999999995,6.198,17.5446,10.667399999999999,3.8808000000000002,35.3082,20.4754,46.4766,31.498399999999997,12.3836,45.4026,62.024,16.8244,35.8644,18.741799999999998,13.1876,17.7542,20.197,34.8416,88.6754,47.959199999999996,47.907,40.267,46.5264,5.2148,32.391400000000004,3.4514,20.9298,42.010400000000004,5.7778,36.2468,38.217400000000005,56.257,16.0232,26.459400000000002,35.913199999999996,14.788200000000002,12.462399999999999,35.3598,16.3492,22.2724,11.5752,3.9510000000000005,13.689200000000001,41.006800000000005,59.937,3.9118,34.7392,17.5132,11.715200000000001,3.4306,64.597,2.7222,52.0832,38.5976,3.9018,28.4686,25.084799999999998,15.239,55.094,20.7252,45.372800000000005,14.0822,51.097199999999994,45.019,13.468,3.7838
70017526,98.64160000000001,12.2216,11.842,16.0724,11.6894,0.0,8.991200000000001,22.613599999999998,16.7692,17.021,4.5854,23.0348,23.1792,26.901,4.973,4.4844,11.448799999999999,22.741,24.087400000000002,35.443599999999996,53.0004,28.8274,24.1214,64.8236,26.535,6.8878,95.7296,17.6444,28.572200000000002,10.281600000000001,12.2162,50.33,35.592,53.807,13.2058,18.5334,5.828600000000001,14.0592,21.229200000000002,48.3896,9.4294,24.7228,17.845599999999997,9.243,24.2256,9.3928,35.394,20.4158,5.0874,52.525,50.9414,11.782,24.7818,25.8834,7.118399999999999,4.3228,12.085600000000001,23.759,77.5928,36.876599999999996,36.824400000000004,29.1844,35.4438,8.446200000000001,21.308799999999998,11.906,9.8472,30.927799999999998,9.8522,25.1642,27.1348,63.379599999999996,10.980799999999999,15.376800000000001,24.830599999999997,1.5186,7.6238,24.2772,4.0356,11.1898,8.617799999999999,8.812,10.725200000000001,29.9242,48.8546,12.969,23.656599999999997,20.3842,9.6522,8.7164,53.5144,11.5174,59.2058,27.515,12.959,17.386200000000002,14.0022,5.57,44.0114,26.647,34.2904,4.486800000000001,58.2196,33.9364,2.6808,13.218200000000001
70017539,105.8096,19.389599999999998,19.0102,23.240599999999997,18.857599999999998,7.4708000000000006,0.0,19.728,23.9372,14.135399999999999,11.7536,20.1492,20.293599999999998,24.015400000000003,9.348799999999999,11.6526,15.3568,19.855400000000003,17.6668,29.023,60.1686,22.4068,21.235799999999998,71.9918,23.6494,12.2524,102.8978,11.223799999999999,25.6866,17.4498,13.580200000000001,57.4982,29.171400000000002,50.9214,17.729,21.398799999999998,5.473,11.878,14.8086,55.5578,16.5976,24.854,25.0136,16.4112,17.805,6.5056,28.9734,17.5302,12.255600000000001,59.6932,44.5208,14.6346,18.3612,33.0514,14.2866,9.066799999999999,9.9046,17.3384,71.1722,30.455999999999996,30.4038,26.2988,29.0232,15.614399999999998,14.888200000000001,19.0742,6.9598,28.0422,17.020400000000002,22.278599999999997,24.249200000000002,70.54780000000001,18.149,8.9562,18.41,9.27,14.791799999999999,21.391599999999997,7.661800000000001,4.7692,15.786,15.980000000000002,14.633,27.0386,42.434,20.1372,20.771,23.2494,15.843399999999999,15.8844,50.628800000000005,18.685599999999997,66.374,24.6294,20.127200000000002,10.9656,7.5816,6.01,41.125800000000005,33.815,27.869799999999998,8.173399999999999,65.3878,27.5158,9.848799999999999,20.386400000000002
70017600,119.231,32.811,32.431400000000004,36.662,32.279,20.8922,17.0214,0.0,37.358599999999996,7.611200000000001,25.175,1.8648,2.009,9.141,22.77,25.074,27.201400000000003,1.5708,19.8346,31.2108,73.5898,24.5746,2.9514,85.413,11.7566,25.6738,116.3192,7.768000000000001,6.6232,28.3706,25.075200000000002,70.9194,31.3392,25.8064,29.5736,33.2434,22.9392,24.1646,16.9764,68.979,30.019,36.6986,37.785599999999995,29.8324,19.9728,16.037,31.160999999999998,8.1318,25.6768,73.11439999999999,46.708400000000005,26.1296,11.7884,46.4728,26.44,22.488,22.191,19.5062,76.64760000000001,32.6238,32.5716,14.333200000000001,31.191000000000003,29.0356,17.056,32.495400000000004,15.5958,9.9356,30.441800000000004,2.5505999999999998,12.2834,83.969,28.764400000000002,18.6998,11.837200000000001,22.6914,25.790599999999998,1.6636,21.083,18.1646,26.264400000000002,29.401400000000002,26.4778,15.073000000000002,44.6216,33.5584,5.3176000000000005,35.094199999999994,27.688200000000002,29.305799999999998,25.1606,32.107,79.7952,4.9014,33.5484,8.026399999999999,17.2948,23.223599999999998,15.657600000000002,45.436800000000005,30.0376,21.5948,78.8092,31.907000000000004,23.2702,33.8076
70018354,90.407,9.066,7.3431999999999995,11.173,7.4681999999999995,17.122799999999998,21.541400000000003,35.1638,0.0,29.5712,12.0616,35.585,35.7294,39.4512,15.980799999999997,15.057199999999998,12.874799999999999,35.291199999999996,36.6376,47.994,41.1704,41.3776,36.6716,52.9936,39.0854,22.4076,87.4952,30.194800000000004,41.1226,12.8932,19.3768,38.5,48.1424,66.35719999999999,14.028,22.2538,18.357400000000002,23.6382,33.7794,36.559599999999996,11.29,16.488400000000002,9.611,7.4058,36.775800000000004,21.943,47.944199999999995,32.9662,13.8512,40.695,63.4916,16.776400000000002,37.3322,17.648799999999998,14.6554,19.222,21.6646,36.309400000000004,90.1432,49.4268,49.3746,41.7346,47.994,10.3066,33.859199999999994,6.4924,22.3974,43.478199999999994,14.3712,37.714400000000005,39.685,51.5496,15.975200000000001,27.927,37.3808,16.256,15.160599999999999,36.827400000000004,17.817,23.74,13.0688,8.071399999999999,13.7786,42.474599999999995,61.404799999999994,10.8764,36.207,16.456799999999998,11.9406,6.677,66.06460000000001,11.400799999999998,47.375800000000005,40.065400000000004,10.8664,29.936400000000003,26.552400000000002,16.706599999999998,56.561800000000005,18.4124,46.8406,15.549799999999998,46.3898,46.486599999999996,14.935799999999999,8.501
