Depot,DepotLong,DepotLat,Customer,CusLong,CusLat,DeliveryDate,DOW,Beginning1,Ending1,Beginning2,Ending2,HUs,DwellTime,CBM,KGM,AllowedTrucks
2510,121.078721444451,14.2268060600995,70019480,120.8572967,14.40886541,2023-01-12,Thursday,08:00,17:00,,,2.0,1.0,0.022,9.831,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70019527,121.0227709,14.20674401,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.009,3.336,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70019527,121.0227709,14.20674401,2023-01-12,Thursday,08:00,17:00,,,2.0,1.0,0.016,7.767,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70382544,120.8563922,14.41593786,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.0,0.034,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70019527,121.0227709,14.20674401,2023-01-12,Thursday,08:00,17:00,,,2.0,1.0,0.022,7.495,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70043250,120.9413851,14.42278761,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.000372,0.087,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70544149,120.9354379,14.37686287,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.001,0.057,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70019459,120.9407744,14.40432571,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.001,0.11,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70382544,120.8563922,14.41593786,2023-01-12,Thursday,08:00,17:00,,,2.0,1.0,0.014,6.282,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70382544,120.8563922,14.41593786,2023-01-12,Thursday,08:00,17:00,,,2.0,1.0,0.001,0.47,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70019459,120.9407744,14.40432571,2023-01-12,Thursday,08:00,17:00,,,2.0,1.0,0.0,0.038,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70017539,121.0690191,14.59052169,2023-01-12,Thursday,08:00,16:00,,,1.0,1.0,0.000276,0.091,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70019527,121.0227709,14.20674401,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.000248,0.058,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70544149,120.9354379,14.37686287,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.005,0.724,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70544149,120.9354379,14.37686287,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.016,5.953,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70465560,120.9045,14.39942,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.011,1.433,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70029285,120.9408269,14.40933622,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.003,0.484,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70043250,120.9413851,14.42278761,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.002,0.484,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70019459,120.9407744,14.40432571,2023-01-12,Thursday,08:00,17:00,,,1.0,1.0,0.002,0.487,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70019459,120.9407744,14.40432571,2023-01-12,Thursday,08:00,17:00,,,2.0,1.0,0.016,6.972,"{AUV, 4w, 6w, 10w, 40ft}"
2510,121.078721444451,14.2268060600995,70043250,120.9413851,14.42278761,2023-01-12,Thursday,08:00,17:00,,,3.0,1.0,0.022,7.693,"{AUV, 4w, 6w, 10w, 40ft}"
